date,geography,geography code,Number of households: Number of households; measures: Value
2021,Birmingham 130D,E01009171,722
2021,Birmingham 131A,E01009166,566
2021,Birmingham 131B,E01009168,651
2021,Birmingham 131C,E01009170,635
2021,Birmingham 131D,E01009216,836
2021,Birmingham 131E,E01009217,659
2021,Birmingham 132A,E01009039,650
2021,Birmingham 132B,E01009040,614
2021,Birmingham 132C,E01009041,637
2021,Birmingham 132D,E01009042,524
2021,Birmingham 132E,E01032589,604
2021,Birmingham 133A,E01009262,531
2021,Birmingham 133B,E01009267,600
2021,Birmingham 133C,E01009276,542
2021,Birmingham 133D,E01009278,544
2021,Birmingham 133E,E01009279,453
2021,Birmingham 133F,E01032591,472
2021,Birmingham 134A,E01008995,911
2021,Birmingham 134B,E01033557,988
2021,Birmingham 134C,E01033624,771
2021,Birmingham 134D,E01033626,594
2021,Birmingham 134E,E01033640,898
2021,Birmingham 135B,E01033567,635
2021,Birmingham 135C,E01033615,481
2021,Birmingham 135D,E01033616,757
2021,Birmingham 135E,E01034946,587
2021,Birmingham 135F,E01034947,698
2021,Birmingham 136A,E01009143,751
2021,Birmingham 136B,E01009146,1045
2021,Birmingham 136C,E01033564,720
2021,Birmingham 136E,E01034948,906
2021,Birmingham 136F,E01034949,739
2021,Birmingham 137A,E01009141,812
2021,Birmingham 137B,E01033565,873
2021,Birmingham 137C,E01033618,757
2021,Birmingham 137E,E01033627,505
2021,Birmingham 137F,E01034950,702
2021,Birmingham 137G,E01034951,599
2021,Birmingham 138A,E01033620,738
2021,Birmingham 138B,E01033622,1162
2021,Birmingham 138C,E01033623,1066
2021,Birmingham 138D,E01033625,1100
2021,Birmingham 139A,E01009200,606
2021,Birmingham 139B,E01009327,410
2021,Birmingham 139C,E01009328,509
2021,Birmingham 139D,E01009331,578
2021,Birmingham 139E,E01009332,593
2021,Birmingham 139F,E01009333,402
2021,Birmingham 139G,E01009335,486
2021,Birmingham 139H,E01009344,469
2021,Birmingham 141A,E01009008,598
2021,Birmingham 141B,E01009011,793
2021,Birmingham 141C,E01009012,605
2021,Birmingham 141G,E01009079,488
2021,Birmingham 141F,E01009080,404
2021,Birmingham 141H,E01009081,559
2021,Birmingham 141I,E01009083,548
2021,Birmingham 141E,E01009102,646
2021,Birmingham 141D,E01009104,623
2021,Birmingham 142A,E01009339,472
2021,Birmingham 142D,E01009382,464
2021,Birmingham 142E,E01009392,419
2021,Birmingham 142B,E01034952,407
2021,Birmingham 142C,E01034953,408
2021,Birmingham 143C,E01009391,515
2021,Birmingham 143D,E01009393,482
2021,Birmingham 143A,E01034954,510
2021,Birmingham 143B,E01034955,570
2021,Coventry 001A,E01009589,649
2021,Coventry 001F,E01032536,952
2021,Coventry 001G,E01032537,822
2021,Coventry 001H,E01032538,976
2021,Coventry 002A,E01009590,596
2021,Coventry 002B,E01009591,593
2021,Coventry 002C,E01009593,623
2021,Coventry 002D,E01009598,767
2021,Coventry 004A,E01009604,562
2021,Coventry 004B,E01009605,707
2021,Coventry 004C,E01009607,769
2021,Coventry 004D,E01009608,622
2021,Coventry 004E,E01009610,607
2021,Coventry 005A,E01009564,688
2021,Coventry 005B,E01009575,452
2021,Coventry 005C,E01009606,774
2021,Coventry 005D,E01009609,584
2021,Coventry 006A,E01009524,749
2021,Coventry 006B,E01009525,576
2021,Coventry 006C,E01009527,656
2021,Coventry 006D,E01009594,555
2021,Coventry 007A,E01009577,678
2021,Coventry 007B,E01009579,869
2021,Coventry 007C,E01009581,697
2021,Coventry 007D,E01009584,861
2021,Coventry 007E,E01009585,605
2021,Coventry 007F,E01009709,422
2021,Coventry 008A,E01009576,716
2021,Coventry 008B,E01009578,573
2021,Coventry 008C,E01009582,719
2021,Coventry 008D,E01009583,651
2021,Coventry 008E,E01009586,726
2021,Coventry 009A,E01009565,458
2021,Coventry 009B,E01009566,658
2021,Coventry 009C,E01009567,587
2021,Coventry 009D,E01009568,542
2021,Coventry 010A,E01009523,628
2021,Coventry 010B,E01009526,605
2021,Coventry 010C,E01009528,860
2021,Coventry 010D,E01009531,774
2021,Coventry 011A,E01009587,784
2021,Coventry 011B,E01009624,602
2021,Coventry 011C,E01009625,874
2021,Coventry 011D,E01009626,636
2021,Coventry 012A,E01009622,664
2021,Coventry 012B,E01009623,663
2021,Coventry 012C,E01009627,723
2021,Coventry 012D,E01009628,633
2021,Coventry 013A,E01009599,562
2021,Coventry 013B,E01009663,620
2021,Coventry 013C,E01009710,603
2021,Coventry 013D,E01009711,752
2021,Coventry 014A,E01009522,739
2021,Coventry 014B,E01009529,626
2021,Coventry 014C,E01009530,555
2021,Coventry 014D,E01009645,564
2021,Coventry 015A,E01009569,497
2021,Coventry 015B,E01009570,684
2021,Coventry 015C,E01009571,642
2021,Coventry 015E,E01009573,498
2021,Coventry 015F,E01009574,563
2021,Coventry 015G,E01034735,613
2021,Coventry 015H,E01034736,568
2021,Coventry 016A,E01009655,845
2021,Coventry 016B,E01009656,702
2021,Coventry 016C,E01009659,782
2021,Coventry 016D,E01009662,568
2021,Coventry 016E,E01009664,592
2021,Coventry 017A,E01009643,591
2021,Coventry 017B,E01009644,681
2021,Coventry 017C,E01009647,826
2021,Coventry 017D,E01009648,594
2021,Coventry 017E,E01009652,619
2021,Coventry 017F,E01009653,633
2021,Coventry 018A,E01009613,492
2021,Coventry 018B,E01009657,610
2021,Coventry 018C,E01009712,595
2021,Coventry 018D,E01009714,564
2021,Coventry 018E,E01009716,644
2021,Coventry 019A,E01009580,609
2021,Coventry 019B,E01009713,524
2021,Coventry 019C,E01009715,583
2021,Coventry 019D,E01009717,572
2021,Coventry 019E,E01009718,844
2021,Coventry 020B,E01009630,708
2021,Coventry 020C,E01009631,600
2021,Coventry 020D,E01009632,986
2021,Coventry 020E,E01009650,758
2021,Coventry 020F,E01034737,594
2021,Coventry 020G,E01034738,543
2021,Coventry 021A,E01009614,585
2021,Coventry 021B,E01009654,711
2021,Coventry 021C,E01009658,636
2021,Coventry 021D,E01009660,652
2021,Coventry 022A,E01009646,604
2021,Coventry 022B,E01009692,523
2021,Coventry 022C,E01009693,674
2021,Coventry 022D,E01009694,614
2021,Coventry 023A,E01009695,744
2021,Coventry 023B,E01009696,650
2021,Coventry 023C,E01009704,597
2021,Coventry 023D,E01009705,576
2021,Coventry 024A,E01009636,962
2021,Coventry 024B,E01009637,522
2021,Coventry 024C,E01009638,757
2021,Coventry 024D,E01009639,557
2021,Coventry 024E,E01009640,738
2021,Coventry 024F,E01009641,825
2021,Coventry 025A,E01009697,865
2021,Coventry 025B,E01009698,633
2021,Coventry 025D,E01009706,644
2021,Coventry 025E,E01034739,707
2021,Coventry 025F,E01034740,734
2021,Coventry 026A,E01009649,574
2021,Coventry 026B,E01009684,681
2021,Coventry 026C,E01009685,716
2021,Coventry 026D,E01009686,675
2021,Coventry 026E,E01009687,601
2021,Coventry 027A,E01009615,655
2021,Coventry 027B,E01009616,604
2021,Coventry 027C,E01009617,470
2021,Coventry 027D,E01009618,655
2021,Coventry 027E,E01009620,1021
2021,Coventry 027F,E01009621,549
2021,Coventry 028A,E01009633,736
2021,Coventry 028B,E01009634,686
2021,Coventry 028D,E01009661,799
2021,Coventry 028E,E01034741,425
2021,Coventry 028F,E01034742,443
2021,Coventry 029A,E01009674,744
2021,Coventry 029B,E01009699,628
2021,Coventry 029C,E01009700,833
2021,Coventry 029D,E01009701,714
2021,Coventry 029E,E01009702,737
2021,Coventry 030A,E01009688,631
2021,Coventry 030B,E01009689,912
2021,Coventry 030C,E01009690,636
2021,Coventry 030D,E01009691,600
2021,Coventry 031A,E01009548,932
2021,Coventry 031B,E01009553,874
2021,Coventry 031D,E01009651,733
2021,Coventry 031E,E01034743,421
2021,Coventry 031F,E01034744,480
2021,Coventry 032A,E01009676,680
2021,Coventry 032B,E01009681,545
2021,Coventry 032C,E01009682,597
2021,Coventry 032D,E01009683,710
2021,Coventry 033A,E01009532,575
2021,Coventry 033B,E01009535,569
2021,Coventry 033C,E01009536,606
2021,Coventry 033D,E01009543,621
2021,Coventry 033E,E01009707,730
2021,Coventry 033F,E01009708,607
2021,Coventry 034A,E01009554,580
2021,Coventry 034B,E01009555,589
2021,Coventry 034C,E01009556,706
2021,Coventry 034D,E01009557,538
2021,Coventry 034E,E01009558,631
2021,Coventry 034F,E01009559,579
2021,Coventry 035C,E01009537,624
2021,Coventry 035D,E01009538,626
2021,Coventry 035F,E01009612,552
2021,Coventry 035G,E01032527,665
2021,Coventry 035H,E01032528,698
2021,Coventry 035I,E01034745,460
2021,Coventry 035J,E01034746,553
2021,Coventry 036C,E01009679,801
2021,Coventry 036F,E01032532,663
2021,Coventry 036G,E01032533,616
2021,Coventry 036H,E01034747,698
2021,Coventry 036I,E01034748,537
2021,Coventry 037B,E01009549,656
2021,Coventry 037C,E01009550,723
2021,Coventry 037E,E01009552,684
2021,Coventry 037F,E01032534,718
2021,Coventry 037G,E01032535,471
2021,Coventry 038A,E01009544,737
2021,Coventry 038E,E01032529,650
2021,Coventry 038F,E01032530,792
2021,Coventry 038G,E01034749,763
2021,Coventry 038H,E01034750,1059
2021,Coventry 039A,E01009539,939
2021,Coventry 039B,E01009540,756
2021,Coventry 039C,E01009541,816
2021,Coventry 039D,E01009542,815
2021,Coventry 040A,E01009560,534
2021,Coventry 040B,E01009561,756
2021,Coventry 040C,E01009562,673
2021,Coventry 040D,E01009563,620
2021,Coventry 040E,E01009672,828
2021,Coventry 041A,E01009666,511
2021,Coventry 041B,E01009667,568
2021,Coventry 041C,E01009668,629
2021,Coventry 041D,E01009670,663
2021,Coventry 042A,E01009665,476
2021,Coventry 042B,E01009669,465
2021,Coventry 042C,E01009671,409
2021,Coventry 042F,E01033058,840
2021,Coventry 043A,E01009588,647
2021,Coventry 043B,E01009592,622
2021,Coventry 043C,E01009596,754
2021,Coventry 043D,E01009597,662
2021,Coventry 043E,E01032587,640
2021,Dudley 001A,E01009763,878
2021,Dudley 001B,E01009764,632
2021,Dudley 001C,E01009767,658
2021,Dudley 001D,E01009769,823
2021,Dudley 001E,E01009770,640
2021,Dudley 002A,E01009773,675
2021,Dudley 002B,E01009777,659
2021,Dudley 002C,E01009778,632
2021,Dudley 002D,E01009895,623
2021,Dudley 003A,E01009896,598
2021,Dudley 003B,E01009897,602
2021,Dudley 003C,E01009898,672
2021,Dudley 003D,E01009901,630
2021,Dudley 003E,E01009902,521
2021,Dudley 004A,E01009765,667
2021,Dudley 004B,E01009766,687
2021,Dudley 004C,E01009768,607
2021,Dudley 004D,E01009771,644
2021,Dudley 004E,E01009775,620
2021,Dudley 004F,E01009776,594
2021,Dudley 005A,E01009758,683
2021,Dudley 005B,E01009760,523
2021,Dudley 005C,E01009772,508
2021,Dudley 005D,E01009774,691
2021,Dudley 005E,E01009788,716
2021,Dudley 006B,E01009756,532
2021,Dudley 006C,E01009757,862
2021,Dudley 006D,E01009759,519
2021,Dudley 006F,E01009762,505
2021,Dudley 006H,E01034306,565
2021,Dudley 006I,E01034307,639
2021,Dudley 007A,E01009781,893
2021,Dudley 007B,E01009786,619
2021,Dudley 007C,E01009789,683
2021,Dudley 007D,E01009790,700
2021,Dudley 008A,E01009779,701
2021,Dudley 008B,E01009782,751
2021,Dudley 008C,E01009783,598
2021,Dudley 008D,E01009785,662
2021,Dudley 008E,E01009899,619
2021,Dudley 008F,E01009900,638
2021,Dudley 009A,E01009780,846
2021,Dudley 009B,E01009784,628
2021,Dudley 009C,E01009787,591
2021,Dudley 009D,E01009880,566
2021,Dudley 009E,E01009882,566
2021,Dudley 010A,E01009891,646
2021,Dudley 010B,E01009892,643
2021,Dudley 010C,E01009893,652
2021,Dudley 010D,E01009894,696
2021,Dudley 011A,E01009844,620
2021,Dudley 011B,E01009879,956
2021,Dudley 011D,E01009885,670
2021,Dudley 011E,E01034308,670
2021,Dudley 011F,E01034309,707
2021,Dudley 012A,E01009816,712
2021,Dudley 012B,E01009817,536
2021,Dudley 012C,E01009819,687
2021,Dudley 012D,E01009820,668
2021,Dudley 013A,E01009748,666
2021,Dudley 013B,E01009839,627
2021,Dudley 013C,E01009883,662
2021,Dudley 013D,E01009884,625
2021,Dudley 013E,E01009886,1037
2021,Dudley 014A,E01009814,513
2021,Dudley 014B,E01009815,496
2021,Dudley 014C,E01009818,549
2021,Dudley 014D,E01009821,603
2021,Dudley 014E,E01009822,656
2021,Dudley 015A,E01009887,645
2021,Dudley 015B,E01009888,671
2021,Dudley 015C,E01009889,1183
2021,Dudley 015D,E01009890,670
2021,Dudley 016A,E01009749,962
2021,Dudley 016B,E01009750,596
2021,Dudley 016C,E01009823,534
2021,Dudley 016D,E01009824,856
2021,Dudley 017A,E01009751,686
2021,Dudley 017B,E01009752,649
2021,Dudley 017C,E01009753,619
2021,Dudley 017D,E01009754,692
2021,Dudley 017E,E01009841,672
2021,Dudley 018A,E01009840,544
2021,Dudley 018B,E01009842,677
2021,Dudley 018C,E01009843,656
2021,Dudley 018D,E01009871,910
2021,Dudley 018E,E01009875,632
2021,Dudley 019A,E01009825,616
2021,Dudley 019B,E01009826,633
2021,Dudley 019C,E01009827,627
2021,Dudley 019D,E01009828,571
2021,Dudley 019E,E01009829,627
2021,Dudley 019F,E01009830,632
2021,Dudley 020A,E01009872,511
2021,Dudley 020B,E01009873,652
2021,Dudley 020C,E01009874,580
2021,Dudley 020D,E01009876,676
2021,Dudley 020E,E01009877,671
2021,Dudley 021A,E01009911,602
2021,Dudley 021B,E01009912,890
2021,Dudley 021C,E01009913,651
2021,Dudley 021D,E01009914,590
2021,Dudley 021E,E01009915,737
2021,Dudley 021F,E01009916,753
2021,Dudley 022A,E01009741,1085
2021,Dudley 022B,E01009744,1080
2021,Dudley 022C,E01009746,884
2021,Dudley 022D,E01009747,687
2021,Dudley 023A,E01009731,738
2021,Dudley 023B,E01009740,863
2021,Dudley 023C,E01009742,669
2021,Dudley 023D,E01009743,708
2021,Dudley 023E,E01009745,744
2021,Dudley 024A,E01009917,497
2021,Dudley 024B,E01009918,604
2021,Dudley 024C,E01009919,502
2021,Dudley 024D,E01009920,730
2021,Dudley 025A,E01009864,601
2021,Dudley 025B,E01009865,666
2021,Dudley 025C,E01009866,774
2021,Dudley 025D,E01009867,709
2021,Dudley 025E,E01009878,897
2021,Dudley 026A,E01009791,665
2021,Dudley 026B,E01009792,628
2021,Dudley 026C,E01009795,746
2021,Dudley 026D,E01009796,633
2021,Dudley 026E,E01009798,1003
2021,Dudley 027A,E01009719,567
2021,Dudley 027B,E01009722,610
2021,Dudley 027C,E01009727,556
2021,Dudley 027D,E01009728,493
2021,Dudley 027E,E01009729,639
2021,Dudley 028A,E01009720,527
2021,Dudley 028B,E01009723,460
2021,Dudley 028C,E01009724,623
2021,Dudley 028D,E01009730,637
2021,Dudley 029A,E01009903,622
2021,Dudley 029B,E01009904,612
2021,Dudley 029C,E01009909,675
2021,Dudley 029D,E01009910,715
2021,Dudley 030A,E01009793,611
2021,Dudley 030B,E01009794,629
2021,Dudley 030C,E01009797,652
2021,Dudley 030D,E01009801,700
2021,Dudley 031A,E01009721,1110
2021,Dudley 031B,E01009725,633
2021,Dudley 031C,E01009726,548
2021,Dudley 031D,E01009834,735
2021,Dudley 032A,E01009833,531
2021,Dudley 032B,E01009835,603
2021,Dudley 032C,E01009869,675
2021,Dudley 032D,E01009870,754
2021,Dudley 033A,E01009809,684
2021,Dudley 033B,E01009813,653
2021,Dudley 033C,E01009861,724
2021,Dudley 033D,E01009862,754
2021,Dudley 033E,E01009863,792
2021,Dudley 033F,E01009868,662
2021,Dudley 034A,E01009734,679
2021,Dudley 034B,E01009735,703
2021,Dudley 034C,E01009736,617
2021,Dudley 034D,E01009737,699
2021,Dudley 034E,E01009738,604
2021,Dudley 035A,E01009856,973
2021,Dudley 035B,E01009905,663
2021,Dudley 035C,E01009906,903
2021,Dudley 035D,E01009907,672
2021,Dudley 035E,E01009908,689
2021,Dudley 036A,E01009800,647
2021,Dudley 036B,E01009802,680
2021,Dudley 036C,E01009803,648
2021,Dudley 036D,E01009804,536
2021,Dudley 037A,E01009831,636
2021,Dudley 037B,E01009836,885
2021,Dudley 037C,E01009837,665
2021,Dudley 037D,E01009838,693
2021,Dudley 038A,E01009847,618
2021,Dudley 038B,E01009848,621
2021,Dudley 038C,E01009849,654
2021,Dudley 038D,E01009851,648
2021,Dudley 039A,E01009732,749
2021,Dudley 039B,E01009733,951
2021,Dudley 039C,E01009739,660
2021,Dudley 039D,E01009799,700
2021,Dudley 039E,E01009805,654
2021,Dudley 039F,E01009806,699
2021,Dudley 040A,E01009854,643
2021,Dudley 040B,E01009857,700
2021,Dudley 040C,E01009858,670
2021,Dudley 040D,E01009859,642
2021,Dudley 041A,E01009845,649
2021,Dudley 041B,E01009846,639
2021,Dudley 041C,E01009850,663
2021,Dudley 041D,E01009852,606
2021,Dudley 042A,E01009832,733
2021,Dudley 042B,E01009853,621
2021,Dudley 042C,E01009855,646
2021,Dudley 042D,E01009860,634
2021,Dudley 043A,E01009807,749
2021,Dudley 043B,E01009808,590
2021,Dudley 043C,E01009810,770
2021,Dudley 043D,E01009811,654
2021,Dudley 043E,E01009812,577
2021,Sandwell 001A,E01010085,666
2021,Sandwell 001B,E01010086,675
2021,Sandwell 001C,E01010087,622
2021,Sandwell 001D,E01010088,565
2021,Sandwell 001E,E01010089,695
2021,Sandwell 002A,E01009969,801
2021,Sandwell 002B,E01009970,691
2021,Sandwell 002C,E01009971,683
2021,Sandwell 002D,E01009973,766
2021,Sandwell 003A,E01009960,628
2021,Sandwell 003B,E01009961,530
2021,Sandwell 003C,E01009966,464
2021,Sandwell 003D,E01009967,768
2021,Sandwell 003E,E01010092,795
2021,Sandwell 004A,E01009962,513
2021,Sandwell 004B,E01009963,500
2021,Sandwell 004C,E01009964,584
2021,Sandwell 004D,E01009965,453
2021,Sandwell 005A,E01010090,818
2021,Sandwell 005B,E01010091,691
2021,Sandwell 005C,E01010096,797
2021,Sandwell 005D,E01010097,785
2021,Sandwell 006A,E01009968,635
2021,Sandwell 006B,E01009972,743
2021,Sandwell 006C,E01009974,668
2021,Sandwell 006D,E01009975,674
2021,Sandwell 007A,E01010030,717
2021,Sandwell 007B,E01010034,500
2021,Sandwell 007C,E01010035,598
2021,Sandwell 007D,E01010036,691
2021,Sandwell 009A,E01009982,552
2021,Sandwell 009B,E01009983,602
2021,Sandwell 009C,E01010029,595
2021,Sandwell 009D,E01010037,492
2021,Sandwell 010A,E01009991,843
2021,Sandwell 010B,E01009994,644
2021,Sandwell 010C,E01009995,630
2021,Sandwell 010D,E01009996,650
2021,Sandwell 010E,E01009997,659
2021,Sandwell 010F,E01009998,809
2021,Sandwell 011A,E01010008,625
2021,Sandwell 011B,E01010010,628
2021,Sandwell 011C,E01010011,716
2021,Sandwell 011D,E01010012,573
2021,Sandwell 012A,E01010007,543
2021,Sandwell 012B,E01010009,551
2021,Sandwell 012C,E01010013,523
2021,Sandwell 012D,E01010014,698
2021,Sandwell 013A,E01010093,712
2021,Sandwell 013B,E01010094,573
2021,Sandwell 013C,E01010095,687
2021,Sandwell 013D,E01010098,813
2021,Sandwell 013E,E01010099,670
2021,Sandwell 013F,E01010100,724
2021,Sandwell 014A,E01009978,650
2021,Sandwell 014B,E01010031,722
2021,Sandwell 014C,E01010032,520
2021,Sandwell 014D,E01010033,777
2021,Sandwell 014F,E01033886,572
2021,Sandwell 014G,E01033887,616
2021,Sandwell 015A,E01010066,694
2021,Sandwell 015B,E01010067,706
2021,Sandwell 015C,E01010068,698
2021,Sandwell 015D,E01010070,826
2021,Sandwell 015E,E01010075,490
2021,Sandwell 015F,E01010076,861
2021,Sandwell 016A,E01009976,1055
2021,Sandwell 016B,E01009977,799
2021,Sandwell 016C,E01009979,849
2021,Sandwell 016D,E01009980,860
2021,Sandwell 016E,E01010069,730
2021,Sandwell 016F,E01010071,683
2021,Sandwell 017A,E01009947,911
2021,Sandwell 017B,E01009992,616
2021,Sandwell 017C,E01009993,724
2021,Sandwell 017D,E01010103,962
2021,Sandwell 017E,E01010104,819
2021,Sandwell 017F,E01010105,539
2021,Sandwell 018A,E01009981,763
2021,Sandwell 018C,E01009985,665
2021,Sandwell 018F,E01033888,542
2021,Sandwell 018G,E01033889,660
2021,Sandwell 019A,E01009986,541
2021,Sandwell 019B,E01009987,596
2021,Sandwell 019C,E01009989,651
2021,Sandwell 019D,E01010106,636
2021,Sandwell 020A,E01009988,1059
2021,Sandwell 020B,E01010101,925
2021,Sandwell 020C,E01010102,708
2021,Sandwell 020D,E01010107,801
2021,Sandwell 021A,E01010015,718
2021,Sandwell 021B,E01010016,614
2021,Sandwell 021C,E01010018,1002
2021,Sandwell 021D,E01010072,973
2021,Sandwell 021E,E01010073,630
2021,Sandwell 022A,E01010077,673
2021,Sandwell 022B,E01010079,614
2021,Sandwell 022C,E01010080,768
2021,Sandwell 022D,E01010081,664
2021,Sandwell 022E,E01010082,854
2021,Sandwell 022F,E01010083,691
2021,Sandwell 022G,E01010084,554
2021,Sandwell 023A,E01010046,811
2021,Sandwell 023B,E01010047,589
2021,Sandwell 023C,E01010048,524
2021,Sandwell 023D,E01010049,562
2021,Sandwell 023E,E01010050,514
2021,Sandwell 023F,E01010052,476
2021,Sandwell 023G,E01010053,668
2021,Sandwell 024A,E01010017,878
2021,Sandwell 024B,E01010019,665
2021,Sandwell 024C,E01010020,702
2021,Sandwell 024D,E01010021,677
2021,Sandwell 025A,E01010039,769
2021,Sandwell 025B,E01010043,592
2021,Sandwell 025C,E01010044,621
2021,Sandwell 025D,E01010078,522
2021,Sandwell 027A,E01009934,594
2021,Sandwell 027B,E01009935,1041
2021,Sandwell 027C,E01009936,660
2021,Sandwell 027D,E01010004,872
2021,Sandwell 028A,E01010054,912
2021,Sandwell 028B,E01010055,631
2021,Sandwell 028C,E01010056,657
2021,Sandwell 028D,E01010057,694
2021,Sandwell 028E,E01010060,701
2021,Sandwell 029A,E01010038,708
2021,Sandwell 029B,E01010040,595
2021,Sandwell 029C,E01010041,792
2021,Sandwell 029D,E01010045,639
2021,Sandwell 030A,E01010000,752
2021,Sandwell 030B,E01010002,867
2021,Sandwell 030C,E01010003,704
2021,Sandwell 030D,E01010005,609
2021,Sandwell 030E,E01010006,677
2021,Sandwell 031A,E01009938,680
2021,Sandwell 031B,E01009943,490
2021,Sandwell 031C,E01009944,621
2021,Sandwell 031D,E01010051,493
2021,Sandwell 031E,E01010058,650
2021,Sandwell 032A,E01009937,613
2021,Sandwell 032B,E01009939,679
2021,Sandwell 032C,E01009940,603
2021,Sandwell 032D,E01009941,617
2021,Sandwell 032E,E01009942,652
2021,Sandwell 033A,E01009929,727
2021,Sandwell 033B,E01009930,644
2021,Sandwell 033C,E01009931,961
2021,Sandwell 033D,E01009932,793
2021,Sandwell 033E,E01009999,559
2021,Sandwell 034A,E01009921,751
2021,Sandwell 034B,E01009922,504
2021,Sandwell 034C,E01009924,632
2021,Sandwell 034D,E01009925,588
2021,Sandwell 034E,E01009926,616
2021,Sandwell 034F,E01009927,691
2021,Sandwell 034G,E01009928,752
2021,Sandwell 035A,E01009933,548
2021,Sandwell 035B,E01009952,941
2021,Sandwell 035C,E01009955,886
2021,Sandwell 035D,E01009956,718
2021,Sandwell 035E,E01009959,609
2021,Sandwell 035F,E01010042,812
2021,Sandwell 036A,E01009923,602
2021,Sandwell 036B,E01010024,659
2021,Sandwell 036C,E01010026,716
2021,Sandwell 036D,E01010027,615
2021,Sandwell 037A,E01010001,767
2021,Sandwell 037B,E01010022,623
2021,Sandwell 037C,E01010023,788
2021,Sandwell 037D,E01010025,705
2021,Sandwell 037E,E01010028,650
2021,Sandwell 038A,E01009953,975
2021,Sandwell 038B,E01009954,758
2021,Sandwell 038C,E01009957,696
2021,Sandwell 038D,E01009958,662
2021,Sandwell 039A,E01009946,688
2021,Sandwell 039B,E01009948,609
2021,Sandwell 039C,E01009949,576
2021,Sandwell 039D,E01009950,656
2021,Sandwell 039E,E01009951,1060
2021,Sandwell 039F,E01032592,726
2021,Sandwell 040A,E01010062,852
2021,Sandwell 040D,E01010064,801
2021,Sandwell 040B,E01033890,435
2021,Sandwell 040C,E01033891,560
2021,Sandwell 041D,E01010059,705
2021,Sandwell 041B,E01010061,540
2021,Sandwell 041A,E01033892,611
2021,Sandwell 041C,E01033893,498
2021,Solihull 001A,E01010118,505
2021,Solihull 001B,E01010120,647
2021,Solihull 001C,E01010121,608
2021,Solihull 001D,E01010122,604
2021,Solihull 002A,E01010235,561
2021,Solihull 002B,E01010236,577
2021,Solihull 002C,E01010239,622
2021,Solihull 002D,E01010240,557
2021,Solihull 003A,E01010117,566
2021,Solihull 003B,E01010119,599
2021,Solihull 003C,E01010123,632
2021,Solihull 003D,E01010124,620
2021,Solihull 004A,E01010146,626
2021,Solihull 004B,E01010234,742
2021,Solihull 004C,E01010237,759
2021,Solihull 004D,E01010238,630
2021,Solihull 005A,E01010145,677
2021,Solihull 005B,E01010147,647
2021,Solihull 005C,E01010148,701
2021,Solihull 005D,E01010149,629
2021,Solihull 006A,E01010125,841
2021,Solihull 006B,E01010129,746
2021,Solihull 006C,E01010139,431
2021,Solihull 006D,E01010141,631
2021,Solihull 007A,E01010140,608
2021,Solihull 007B,E01010142,636
2021,Solihull 007C,E01010143,702
2021,Solihull 007D,E01010144,737
2021,Solihull 008A,E01010111,636
2021,Solihull 008B,E01010126,636
2021,Solihull 008C,E01010127,748
2021,Solihull 008D,E01010128,655
2021,Solihull 008E,E01010130,776
2021,Solihull 008F,E01010131,689
2021,Solihull 009A,E01010109,654
2021,Solihull 009B,E01010110,578
2021,Solihull 009C,E01010112,686
2021,Solihull 009D,E01010113,554
2021,Solihull 009E,E01010114,780
2021,Solihull 010A,E01010157,593
2021,Solihull 010B,E01010159,537
2021,Solihull 010C,E01010162,623
2021,Solihull 010D,E01010163,566
2021,Solihull 011A,E01010132,626
2021,Solihull 011B,E01010133,686
2021,Solihull 011C,E01010134,578
2021,Solihull 011D,E01010135,650
2021,Solihull 011E,E01010138,587
2021,Solihull 012A,E01010136,513
2021,Solihull 012B,E01010137,643
2021,Solihull 012C,E01010158,638
2021,Solihull 012D,E01010160,627
2021,Solihull 012E,E01010161,618
2021,Solihull 013A,E01010174,685
2021,Solihull 013B,E01010175,711
2021,Solihull 013C,E01010177,575
2021,Solihull 013D,E01010178,975
2021,Solihull 014A,E01010172,579
2021,Solihull 014B,E01010173,542
2021,Solihull 014C,E01010176,487
2021,Solihull 014D,E01010179,788
2021,Solihull 015A,E01010115,671
2021,Solihull 015B,E01010116,520
2021,Solihull 015C,E01010227,775
2021,Solihull 015D,E01010228,654
2021,Solihull 015E,E01010232,1008
2021,Solihull 016A,E01010195,581
2021,Solihull 016B,E01010226,921
2021,Solihull 016C,E01010229,563
2021,Solihull 016D,E01010230,756
2021,Solihull 016E,E01010231,643
2021,Solihull 016F,E01010233,810
2021,Solihull 017A,E01010108,916
2021,Solihull 017B,E01010164,724
2021,Solihull 017C,E01010165,832
2021,Solihull 017D,E01010167,647
2021,Solihull 018A,E01010199,684
2021,Solihull 018B,E01010200,652
2021,Solihull 018C,E01010201,722
2021,Solihull 018D,E01010204,662
2021,Solihull 018E,E01010205,542
2021,Solihull 018F,E01010206,641
2021,Solihull 019A,E01010192,813
2021,Solihull 019B,E01010196,619
2021,Solihull 019C,E01010197,639
2021,Solihull 019D,E01010198,736
2021,Solihull 021A,E01010218,649
2021,Solihull 021B,E01010219,679
2021,Solihull 021C,E01010221,906
2021,Solihull 021D,E01010222,628
2021,Solihull 022A,E01010191,801
2021,Solihull 022B,E01010202,605
2021,Solihull 022C,E01010203,732
2021,Solihull 022D,E01010209,678
2021,Solihull 022E,E01010213,712
2021,Solihull 023A,E01010208,622
2021,Solihull 023B,E01010210,632
