date,geography,geography code,Migrant indicator: Total: All usual residents; measures: Value,Migrant indicator: Address one year ago is the same as the address of enumeration; measures: Value,Migrant indicator: Address one year ago is student term-time or boarding school address in the UK; measures: Value,Migrant indicator: Migrant from within the UK: Address one year ago was in the UK; measures: Value,Migrant indicator: Migrant from outside the UK: Address one year ago was outside the UK; measures: Value
2021,Trafford 021A,E01006101,1478,1385,8,81,4
2021,Trafford 021B,E01006190,1671,1536,2,122,11
2021,Trafford 021C,E01006195,1778,1617,5,131,25
2021,Trafford 021D,E01006196,1683,1572,1,101,9
2021,Trafford 021E,E01006210,1594,1470,5,105,14
2021,Trafford 022A,E01006204,1603,1470,3,117,13
2021,Trafford 022B,E01006206,1854,1735,4,97,18
2021,Trafford 022C,E01006207,1728,1611,1,105,11
2021,Trafford 022D,E01006208,1544,1436,5,97,6
2021,Trafford 022E,E01006211,1591,1498,1,85,7
2021,Trafford 023A,E01006093,1507,1385,6,93,23
2021,Trafford 023B,E01006191,1691,1579,1,90,21
2021,Trafford 023C,E01006192,1505,1404,2,89,10
2021,Trafford 023D,E01006205,1334,1258,3,64,9
2021,Trafford 023E,E01006209,1632,1519,5,107,1
2021,Trafford 024A,E01006078,2086,1822,8,224,32
2021,Trafford 024B,E01006080,1942,1716,4,184,38
2021,Trafford 024C,E01006089,1985,1754,11,197,23
2021,Trafford 024D,E01006193,1551,1398,6,122,25
2021,Trafford 024E,E01006194,2403,2109,6,238,50
2021,Trafford 025A,E01006074,1631,1537,3,77,14
2021,Trafford 025B,E01006075,2131,1817,8,264,42
2021,Trafford 025C,E01006076,1659,1493,6,145,15
2021,Trafford 025D,E01006079,2568,2288,10,223,47
2021,Trafford 025E,E01006087,1438,1304,6,127,1
2021,Trafford 026A,E01006083,1274,1189,6,71,8
2021,Trafford 026B,E01006084,1731,1548,7,157,19
2021,Trafford 026C,E01006088,1599,1351,3,206,39
2021,Trafford 026D,E01006139,1794,1608,10,159,17
2021,Trafford 026E,E01006140,1683,1548,5,112,18
2021,Trafford 027A,E01006077,1621,1396,6,208,11
2021,Trafford 027B,E01006081,1382,1252,7,121,2
2021,Trafford 027C,E01006082,1494,1346,7,123,18
2021,Trafford 027D,E01006085,1537,1404,8,114,11
2021,Trafford 027E,E01006086,1681,1578,2,85,16
2021,Trafford 028A,E01006134,1479,1310,5,147,17
2021,Trafford 028B,E01006135,1755,1580,7,157,11
2021,Trafford 028C,E01006136,1676,1551,6,110,9
2021,Trafford 028D,E01006137,1400,1284,4,106,6
2021,Trafford 028E,E01006138,1873,1673,2,178,20
2021,Wigan 001A,E01006315,1482,1273,6,202,1
2021,Wigan 001B,E01006316,1975,1849,6,114,6
2021,Wigan 001C,E01006317,1538,1414,2,120,2
2021,Wigan 001D,E01006319,1552,1373,6,169,4
2021,Wigan 002A,E01006229,1362,1279,4,72,7
2021,Wigan 002B,E01006230,2094,1851,6,232,5
2021,Wigan 002C,E01006233,1398,1302,2,91,3
2021,Wigan 002D,E01006237,1906,1703,7,189,7
2021,Wigan 002E,E01006238,1496,1390,4,98,4
2021,Wigan 003A,E01006259,1305,1224,5,69,7
2021,Wigan 003B,E01006312,1360,1295,0,59,6
2021,Wigan 003C,E01006313,1440,1333,1,105,1
2021,Wigan 003D,E01006314,1712,1611,3,95,3
2021,Wigan 003E,E01006318,1410,1331,2,73,4
2021,Wigan 003F,E01006320,1267,1215,0,52,0
2021,Wigan 003G,E01006321,1589,1490,5,91,3
2021,Wigan 004A,E01006231,1458,1388,1,69,0
2021,Wigan 004B,E01006232,1976,1802,4,162,8
2021,Wigan 004C,E01006234,1139,1102,1,36,0
2021,Wigan 004D,E01006235,1517,1433,0,80,4
2021,Wigan 005A,E01006253,1512,1420,1,87,4
2021,Wigan 005B,E01006254,1551,1461,1,89,0
2021,Wigan 005C,E01006255,1483,1384,0,88,11
2021,Wigan 005D,E01006256,1687,1366,5,274,42
2021,Wigan 005E,E01006260,1507,1416,1,78,12
2021,Wigan 006A,E01006370,1873,1545,3,240,85
2021,Wigan 006B,E01006372,1598,1487,7,95,9
2021,Wigan 006C,E01006373,1443,1330,2,108,3
2021,Wigan 006D,E01006374,1450,1352,1,94,3
2021,Wigan 006E,E01006390,1592,1453,2,129,8
2021,Wigan 007A,E01006236,1565,1480,2,83,0
2021,Wigan 007B,E01006388,1814,1621,1,184,8
2021,Wigan 007C,E01006389,1307,1260,1,44,2
2021,Wigan 007D,E01006391,1525,1448,3,72,2
2021,Wigan 008A,E01006257,1197,1098,3,92,4
2021,Wigan 008B,E01006258,1589,1450,3,127,9
2021,Wigan 008C,E01006369,1991,1576,5,381,29
2021,Wigan 008D,E01006371,1463,1355,1,101,6
2021,Wigan 008E,E01006375,1668,1511,6,124,27
2021,Wigan 009A,E01006306,1466,1334,1,123,8
2021,Wigan 009B,E01006307,1362,1263,0,98,1
2021,Wigan 009C,E01006386,1577,1417,0,154,6
2021,Wigan 009D,E01006387,1307,1186,4,112,5
2021,Wigan 009E,E01006392,1460,1359,0,94,7
2021,Wigan 010A,E01006350,1843,1727,4,105,7
2021,Wigan 010B,E01006351,1980,1834,4,141,1
2021,Wigan 010C,E01006357,1806,1707,0,96,3
2021,Wigan 010D,E01006360,1658,1549,3,104,2
2021,Wigan 010E,E01006361,1642,1548,0,78,16
2021,Wigan 011A,E01006356,1419,1368,1,48,2
2021,Wigan 011B,E01006396,1466,1385,1,72,8
2021,Wigan 011C,E01006397,1073,997,2,72,2
2021,Wigan 011D,E01006398,997,934,0,60,3
2021,Wigan 011E,E01006399,1575,1419,6,144,6
2021,Wigan 012A,E01006305,1691,1594,1,96,0
2021,Wigan 012B,E01006308,1597,1448,1,137,11
2021,Wigan 012C,E01006309,1642,1526,2,109,5
2021,Wigan 012D,E01006310,1572,1412,4,150,6
2021,Wigan 012E,E01006311,1513,1457,0,50,6
2021,Wigan 013A,E01006269,1721,1574,1,139,7
2021,Wigan 013B,E01006271,1664,1560,2,98,4
2021,Wigan 013C,E01006272,1617,1398,2,215,2
2021,Wigan 013D,E01006273,1463,1372,1,84,6
2021,Wigan 013E,E01006276,2135,2010,0,113,12
2021,Wigan 014A,E01006353,1442,1336,3,91,12
2021,Wigan 014B,E01006354,1433,1309,0,119,5
2021,Wigan 014C,E01006355,1462,1343,2,113,4
2021,Wigan 014D,E01006358,2110,1967,1,139,3
2021,Wigan 014E,E01006359,1375,1289,0,84,2
2021,Wigan 015A,E01006349,2008,1707,5,264,32
2021,Wigan 015B,E01006352,2017,1790,0,209,18
2021,Wigan 015C,E01006404,1756,1660,0,90,6
2021,Wigan 015D,E01006405,1728,1616,2,110,0
2021,Wigan 015E,E01006411,1424,1339,0,75,10
2021,Wigan 016A,E01006270,1438,1373,1,56,8
2021,Wigan 016B,E01006274,1515,1415,0,95,5
2021,Wigan 016C,E01006275,1542,1425,4,103,10
2021,Wigan 016D,E01006277,1864,1781,4,78,1
2021,Wigan 016E,E01006286,1547,1444,0,102,1
2021,Wigan 017A,E01006239,2064,1884,1,170,9
2021,Wigan 017B,E01006240,1549,1447,0,92,10
2021,Wigan 017C,E01006241,2494,2277,2,208,7
2021,Wigan 017D,E01006287,1135,1100,0,32,3
2021,Wigan 017E,E01006289,1668,1554,0,105,9
2021,Wigan 018A,E01006362,1615,1494,2,117,2
2021,Wigan 018B,E01006363,1512,1424,1,81,6
2021,Wigan 018C,E01006364,1817,1702,3,109,3
2021,Wigan 018D,E01006365,2240,2091,2,135,12
2021,Wigan 018E,E01006366,1829,1691,2,132,4
2021,Wigan 018F,E01006367,1776,1659,0,112,5
2021,Wigan 018G,E01006368,1873,1746,3,124,0
2021,Wigan 019A,E01006278,1618,1497,1,118,2
2021,Wigan 019B,E01006279,1558,1476,0,76,6
2021,Wigan 019C,E01006280,1447,1378,0,68,1
2021,Wigan 019D,E01006281,1911,1750,1,152,8
2021,Wigan 019E,E01006285,1901,1798,2,97,4
2021,Wigan 020A,E01006406,1367,1308,0,50,9
2021,Wigan 020B,E01006407,1441,1382,2,55,2
2021,Wigan 020C,E01006408,1720,1625,3,86,6
2021,Wigan 020D,E01006409,1289,1221,0,66,2
2021,Wigan 020E,E01006410,1265,1220,0,39,6
2021,Wigan 021A,E01006393,1375,1279,0,93,3
2021,Wigan 021B,E01006394,1528,1464,5,56,3
2021,Wigan 021C,E01006395,2609,2481,4,122,2
2021,Wigan 021D,E01006400,1975,1861,5,106,3
2021,Wigan 021E,E01006401,1347,1269,1,75,2
2021,Wigan 021F,E01006402,1125,1082,3,34,6
2021,Wigan 021G,E01006403,1618,1535,3,71,9
2021,Wigan 022A,E01006290,1383,1297,0,75,11
2021,Wigan 022B,E01006291,1439,1327,3,109,0
2021,Wigan 022C,E01006292,1491,1394,2,87,8
2021,Wigan 022D,E01006293,1604,1483,1,115,5
2021,Wigan 023A,E01006242,1910,1744,3,157,6
2021,Wigan 023B,E01006243,2105,1957,0,145,3
2021,Wigan 023C,E01006244,1662,1490,0,158,14
2021,Wigan 023D,E01006245,2585,2338,3,235,9
2021,Wigan 024A,E01006213,1494,1344,1,138,11
2021,Wigan 024B,E01006215,1700,1559,0,136,5
2021,Wigan 024C,E01006217,2352,2177,3,163,9
2021,Wigan 024D,E01006218,2382,2100,1,267,14
2021,Wigan 024E,E01006219,1173,1093,3,76,1
2021,Wigan 025A,E01006288,1805,1672,1,122,10
2021,Wigan 025B,E01006294,1922,1711,4,197,10
2021,Wigan 025C,E01006295,1553,1435,2,112,4
2021,Wigan 025D,E01006377,1544,1456,0,85,3
2021,Wigan 025E,E01006378,1288,1218,0,67,3
2021,Wigan 026A,E01006212,1383,1318,1,58,6
2021,Wigan 026B,E01006214,1360,1251,0,102,7
2021,Wigan 026C,E01006216,2161,2009,2,146,4
2021,Wigan 026D,E01006322,2050,1776,1,261,12
2021,Wigan 026E,E01006329,1622,1325,0,295,2
2021,Wigan 027A,E01006282,1831,1686,2,135,8
2021,Wigan 027B,E01006283,1566,1387,3,166,10
2021,Wigan 027C,E01006284,1566,1456,1,104,5
2021,Wigan 027D,E01006336,1630,1508,0,116,6
2021,Wigan 027E,E01006337,1486,1368,3,113,2
2021,Wigan 028A,E01006376,1748,1640,2,103,3
2021,Wigan 028B,E01006381,2032,1890,3,131,8
2021,Wigan 028C,E01006382,1244,1168,1,71,4
2021,Wigan 028D,E01006383,1588,1502,2,82,2
2021,Wigan 028E,E01006384,1307,1255,0,47,5
2021,Wigan 029A,E01006250,2103,1936,0,162,5
2021,Wigan 029B,E01006251,1526,1401,4,118,3
2021,Wigan 029C,E01006379,1562,1421,1,133,7
2021,Wigan 029D,E01006380,2672,2284,4,365,19
2021,Wigan 029E,E01006385,1435,1309,2,121,3
2021,Wigan 030A,E01006328,1509,1335,2,145,27
2021,Wigan 030B,E01006333,2066,1812,4,226,24
2021,Wigan 030C,E01006334,2049,1688,0,331,30
2021,Wigan 030D,E01006338,1648,1504,0,137,7
2021,Wigan 031A,E01006248,2236,1946,0,287,3
2021,Wigan 031B,E01006249,1642,1512,2,125,3
2021,Wigan 031C,E01006330,1533,1436,2,91,4
2021,Wigan 031D,E01006331,1507,1435,0,71,1
2021,Wigan 031E,E01006332,1981,1699,1,274,7
2021,Wigan 032A,E01006262,1697,1504,2,181,10
2021,Wigan 032B,E01006263,1481,1418,0,61,2
2021,Wigan 032C,E01006266,1365,1300,1,63,1
2021,Wigan 032D,E01006267,1607,1535,0,71,1
2021,Wigan 032E,E01006268,1621,1519,2,98,2
2021,Wigan 033A,E01006323,1537,1442,3,80,12
2021,Wigan 033B,E01006324,1284,1194,1,85,4
2021,Wigan 033C,E01006325,1490,1384,1,97,8
2021,Wigan 033D,E01006326,1392,1267,1,115,9
2021,Wigan 033E,E01006327,2499,2165,1,322,11
2021,Wigan 034A,E01006246,1520,1448,2,65,5
2021,Wigan 034B,E01006247,1277,1216,0,60,1
2021,Wigan 034C,E01006252,1388,1296,2,84,6
2021,Wigan 034D,E01006297,1578,1513,0,64,1
2021,Wigan 034E,E01006335,1555,1411,1,133,10
2021,Wigan 035A,E01006220,1730,1631,0,97,2
2021,Wigan 035B,E01006221,1550,1448,1,100,1
2021,Wigan 035C,E01006222,1548,1460,1,86,1
2021,Wigan 035D,E01006224,1420,1345,3,71,1
2021,Wigan 035E,E01006226,1694,1594,4,96,0
2021,Wigan 036A,E01006223,1568,1405,5,139,19
2021,Wigan 036B,E01006225,1490,1393,1,96,0
2021,Wigan 036C,E01006261,1479,1387,2,88,2
2021,Wigan 036D,E01006264,1218,1187,1,30,0
2021,Wigan 036E,E01006265,1388,1292,0,91,5
2021,Wigan 037A,E01006296,1483,1380,2,96,5
2021,Wigan 037B,E01006298,1419,1282,1,120,16
2021,Wigan 037C,E01006299,1929,1777,1,148,3
2021,Wigan 037D,E01006300,1357,1231,4,120,2
2021,Wigan 037E,E01006301,1473,1407,1,64,1
2021,Wigan 038A,E01006227,1570,1493,1,73,3
2021,Wigan 038B,E01006228,1615,1498,1,106,10
2021,Wigan 038C,E01006342,1540,1413,3,115,9
2021,Wigan 038D,E01006344,1430,1366,3,54,7
2021,Wigan 038E,E01006346,2039,1893,2,139,5
2021,Wigan 039A,E01006339,1250,1180,0,69,1
2021,Wigan 039B,E01006340,1870,1628,2,239,1
2021,Wigan 039C,E01006343,1595,1501,5,87,2
2021,Wigan 039D,E01006345,1546,1410,0,129,7
2021,Wigan 039E,E01006348,2610,2270,4,328,8
2021,Wigan 040A,E01006302,1813,1654,0,147,12
2021,Wigan 040B,E01006303,1606,1410,1,189,6
2021,Wigan 040C,E01006304,1512,1359,0,149,4
2021,Wigan 040D,E01006341,1645,1547,5,84,9
2021,Wigan 040E,E01006347,1514,1425,2,86,1
2021,Birmingham 001A,E01009417,1605,1481,9,112,3
2021,Birmingham 001B,E01009418,1577,1447,1,123,6
2021,Birmingham 001C,E01009419,1456,1331,3,119,3
2021,Birmingham 001D,E01009433,1775,1634,5,129,7
2021,Birmingham 002A,E01009415,1737,1623,2,105,7
2021,Birmingham 002B,E01009422,1987,1793,11,170,13
2021,Birmingham 002C,E01009423,1663,1532,3,126,2
2021,Birmingham 002D,E01009425,1710,1589,8,109,4
2021,Birmingham 003A,E01009416,2762,2586,6,150,20
2021,Birmingham 003B,E01009420,1685,1567,2,107,9
2021,Birmingham 003C,E01009426,1468,1345,2,113,8
2021,Birmingham 003D,E01009429,1481,1387,3,91,0
2021,Birmingham 003E,E01009431,1675,1565,7,86,17
2021,Birmingham 004A,E01009421,1705,1593,4,103,5
2021,Birmingham 004B,E01009424,1564,1374,5,157,28
2021,Birmingham 004C,E01009427,1480,1330,4,137,9
2021,Birmingham 004D,E01009428,1670,1551,3,105,11
2021,Birmingham 004E,E01009430,1718,1555,6,141,16
2021,Birmingham 004F,E01009468,1482,1385,3,93,1
2021,Birmingham 005A,E01009445,1856,1701,1,149,5
2021,Birmingham 005B,E01009446,2457,2199,5,235,18
2021,Birmingham 005C,E01009447,1630,1510,1,119,0
2021,Birmingham 005D,E01009448,1637,1518,4,110,5
2021,Birmingham 005E,E01009452,1683,1541,2,122,18
2021,Birmingham 005F,E01009455,1279,1206,1,68,4
2021,Birmingham 006A,E01009432,1484,1350,1,119,14
2021,Birmingham 006B,E01009435,1706,1576,7,115,8
2021,Birmingham 006C,E01009437,1781,1646,2,129,4
2021,Birmingham 006D,E01009444,1483,1361,4,115,3
2021,Birmingham 006E,E01009454,1415,1295,4,113,3
2021,Birmingham 007A,E01009221,1510,1447,2,57,4
2021,Birmingham 007B,E01009464,1402,1314,2,81,5
2021,Birmingham 007C,E01009465,1425,1296,3,124,2
2021,Birmingham 007D,E01009467,1544,1462,2,78,2
2021,Birmingham 008A,E01009220,1543,1431,0,98,14
2021,Birmingham 008B,E01009222,1502,1404,6,79,13
2021,Birmingham 008C,E01009224,1398,1305,0,92,1
2021,Birmingham 008D,E01009233,1608,1510,2,94,2
2021,Birmingham 009A,E01009449,2139,1770,11,305,53
2021,Birmingham 009B,E01009451,1425,1245,5,160,15
2021,Birmingham 009C,E01009453,1365,1299,1,59,6
2021,Birmingham 009D,E01009466,1676,1535,5,131,5
2021,Birmingham 009E,E01009471,1808,1609,7,188,4
2021,Birmingham 010A,E01009135,1399,1273,3,117,6
2021,Birmingham 010B,E01009469,1447,1337,6,95,9
2021,Birmingham 010C,E01009470,1420,1357,5,57,1
2021,Birmingham 010D,E01009472,1656,1537,5,111,3
2021,Birmingham 010E,E01009473,1553,1441,5,101,6
2021,Birmingham 010F,E01009474,1554,1454,1,95,4
2021,Birmingham 011A,E01009127,1524,1414,5,100,5
2021,Birmingham 011B,E01009128,1357,1281,1,71,4
2021,Birmingham 011C,E01009130,1482,1407,2,70,3
2021,Birmingham 011D,E01009131,1453,1379,0,70,4
2021,Birmingham 011E,E01009133,1472,1401,0,61,10
2021,Birmingham 011F,E01009134,1647,1530,0,115,2
2021,Birmingham 011G,E01009137,1586,1504,3,67,12
2021,Birmingham 012A,E01009434,1630,1523,4,91,12
2021,Birmingham 012B,E01009436,1377,1312,5,57,3
2021,Birmingham 012C,E01009438,1340,1250,3,83,4
2021,Birmingham 012D,E01009440,1563,1428,1,131,3
2021,Birmingham 012E,E01009450,1587,1444,7,130,6
2021,Birmingham 013A,E01009223,1575,1464,5,86,20
2021,Birmingham 013B,E01009225,1618,1514,3,100,1
2021,Birmingham 013C,E01009227,1641,1505,3,129,4
2021,Birmingham 013D,E01009228,1533,1429,5,93,6
2021,Birmingham 014B,E01009122,1611,1492,1,111,7
2021,Birmingham 014C,E01009129,1576,1469,3,98,6
2021,Birmingham 014D,E01009132,1522,1437,2,74,9
2021,Birmingham 014E,E01009136,1735,1586,3,134,12
2021,Birmingham 014F,E01034913,1141,1084,3,51,3
2021,Birmingham 014G,E01034914,1879,1790,1,85,3
2021,Birmingham 015A,E01009457,1497,1390,5,99,3
2021,Birmingham 015B,E01009459,1583,1474,3,98,8
2021,Birmingham 015C,E01009461,1291,1239,2,47,3
2021,Birmingham 015D,E01009463,1550,1432,4,110,4
2021,Birmingham 016A,E01009235,1628,1538,3,74,13
2021,Birmingham 016B,E01009243,1792,1677,6,95,14
2021,Birmingham 016C,E01009245,1455,1362,2,87,4
2021,Birmingham 016D,E01009246,1540,1429,7,100,4
2021,Birmingham 016E,E01009247,1546,1428,6,97,15
2021,Birmingham 017A,E01009226,1435,1325,0,95,15
2021,Birmingham 017B,E01009229,1569,1477,5,85,2
2021,Birmingham 017C,E01009230,1597,1469,1,119,8
2021,Birmingham 017D,E01009231,1919,1833,0,74,12
2021,Birmingham 018A,E01009001,1654,1520,2,130,2
2021,Birmingham 018B,E01009003,1750,1621,2,115,12
2021,Birmingham 018C,E01009456,1701,1594,7,98,2
2021,Birmingham 018D,E01009458,1379,1283,2,90,4
2021,Birmingham 018E,E01009460,1572,1403,9,152,8
2021,Birmingham 018F,E01009462,1566,1429,3,122,12
2021,Birmingham 019A,E01009234,1451,1354,2,89,6
2021,Birmingham 019B,E01009236,1533,1464,0,62,7
2021,Birmingham 019C,E01009244,1855,1722,5,126,2
2021,Birmingham 019D,E01009248,1736,1619,1,111,5
2021,Birmingham 020A,E01009403,1555,1456,0,83,16
2021,Birmingham 020B,E01009404,1574,1465,1,104,4
2021,Birmingham 020C,E01009405,1473,1365,3,96,9
2021,Birmingham 020D,E01009406,1731,1586,2,125,18
2021,Birmingham 020E,E01009407,1720,1553,5,139,23
2021,Birmingham 021A,E01009439,1430,1340,2,79,9
2021,Birmingham 021B,E01009441,1463,1355,2,100,6
2021,Birmingham 021C,E01009442,1447,1354,1,90,2
2021,Birmingham 021D,E01009443,1200,1122,1,73,4
2021,Birmingham 022A,E01009123,1607,1474,4,123,6
2021,Birmingham 022B,E01009124,2061,1955,2,102,2
2021,Birmingham 022C,E01009125,2017,1877,12,113,15
2021,Birmingham 022D,E01009232,1541,1418,8,111,4
2021,Birmingham 023A,E01009002,1999,1856,13,119,11
2021,Birmingham 023C,E01009006,1537,1384,3,134,16
2021,Birmingham 023D,E01009007,1796,1513,2,251,30
2021,Birmingham 023G,E01034915,1818,1692,1,112,13
2021,Birmingham 023H,E01034916,1474,1299,5,157,13
2021,Birmingham 024A,E01009237,1445,1327,8,102,8
2021,Birmingham 024B,E01009238,1741,1627,2,107,5
2021,Birmingham 024C,E01009240,1507,1395,10,91,11
2021,Birmingham 024D,E01009241,1759,1610,4,131,14
2021,Birmingham 024E,E01009242,2047,1844,39,122,42
2021,Birmingham 025A,E01009005,1733,1577,1,143,12
2021,Birmingham 025B,E01009009,1470,1371,0,94,5
2021,Birmingham 025C,E01009098,2082,1929,1,140,12
2021,Birmingham 025D,E01009100,1916,1750,2,144,20
2021,Birmingham 025E,E01009105,1774,1640,4,122,8
2021,Birmingham 026A,E01009126,1469,1381,1,85,2
2021,Birmingham 026B,E01009408,1755,1608,1,134,12
2021,Birmingham 026C,E01009409,1827,1547,3,248,29
2021,Birmingham 026D,E01009410,1898,1720,8,157,13
2021,Birmingham 029A,E01009096,1651,1529,0,119,3
2021,Birmingham 029B,E01009097,2023,1896,1,112,14
2021,Birmingham 029C,E01009099,1736,1623,2,109,2
2021,Birmingham 029D,E01009101,1495,1383,4,107,1
2021,Birmingham 029E,E01009103,1554,1480,9,64,1
2021,Birmingham 029F,E01009106,1339,1267,0,67,5
2021,Birmingham 030A,E01008915,1755,1651,3,90,11
2021,Birmingham 030B,E01009411,1851,1643,1,188,19
2021,Birmingham 030C,E01009412,1765,1508,20,208,29
2021,Birmingham 030D,E01009413,1789,1543,11,214,21
2021,Birmingham 030E,E01009414,2326,2076,9,219,22
2021,Birmingham 031A,E01008998,1898,1771,1,115,11
2021,Birmingham 031B,E01008999,1572,1465,19,82,6
2021,Birmingham 031C,E01009000,1719,1498,3,187,31
2021,Birmingham 031D,E01009013,1989,1704,2,266,17
2021,Birmingham 031E,E01009400,1667,1513,0,134,20
2021,Birmingham 031F,E01009401,1829,1658,1,158,12
2021,Birmingham 031H,E01033630,1209,1007,1,177,24
2021,Birmingham 031I,E01033646,1809,1540,9,233,27
2021,Birmingham 032A,E01009049,1627,1524,4,94,5
2021,Birmingham 032B,E01009056,2224,2056,4,144,20
2021,Birmingham 032C,E01009263,1617,1498,4,100,15
2021,Birmingham 032D,E01009264,1776,1299,43,352,82
2021,Birmingham 032E,E01009265,1766,1671,1,81,13
2021,Birmingham 033A,E01009051,1791,1653,0,77,61
2021,Birmingham 033B,E01009053,1597,1482,1,85,29
2021,Birmingham 033C,E01009054,1620,1543,4,51,22
2021,Birmingham 033D,E01009058,1953,1849,2,92,10
2021,Birmingham 033E,E01009061,1848,1758,5,57,28
2021,Birmingham 033F,E01009239,1450,1218,5,216,11
2021,Birmingham 034A,E01009266,1761,1473,4,218,66
2021,Birmingham 034B,E01009269,1458,1313,0,110,35
2021,Birmingham 034C,E01009270,1989,1903,4,69,13
2021,Birmingham 034D,E01009271,1592,1382,6,141,63
2021,Birmingham 034E,E01009273,1571,1458,5,93,15
2021,Birmingham 035A,E01009050,2224,1812,2,374,36
2021,Birmingham 035D,E01009057,1957,1818,3,120,16
2021,Birmingham 035E,E01009059,1780,1673,2,90,15
2021,Birmingham 035F,E01009060,1707,1611,1,87,8
2021,Birmingham 035H,E01034917,1643,1541,3,75,24
2021,Birmingham 035I,E01034918,1700,1577,4,81,38
2021,Birmingham 036A,E01009268,1458,1388,7,55,8
2021,Birmingham 036B,E01009272,1387,1287,0,84,16
2021,Birmingham 036C,E01009274,2041,1872,3,134,32
2021,Birmingham 036D,E01009349,1646,1543,1,85,17
2021,Birmingham 036E,E01009351,1685,1528,1,107,49
2021,Birmingham 036F,E01009354,1540,1430,6,82,22
2021,Birmingham 037A,E01008899,1271,1166,6,94,5
2021,Birmingham 037C,E01008901,1783,1671,5,90,17
2021,Birmingham 037E,E01008916,1729,1592,1,102,34
2021,Birmingham 037G,E01034919,1639,1550,0,70,19
2021,Birmingham 037H,E01034920,1861,1757,4,78,22
2021,Birmingham 039A,E01009275,1760,1696,1,45,18
2021,Birmingham 039B,E01009350,1615,1511,0,81,23
2021,Birmingham 039C,E01009352,1794,1663,6,114,11
2021,Birmingham 039D,E01009353,1700,1579,1,93,27
2021,Birmingham 039E,E01009355,1410,1284,5,107,14
2021,Birmingham 039I,E01034921,1405,1310,2,72,21
2021,Birmingham 039J,E01034922,1582,1468,1,92,21
2021,Birmingham 040A,E01008905,1926,1832,1,84,9
2021,Birmingham 040B,E01008907,1781,1613,21,127,20
2021,Birmingham 040C,E01009047,1773,1645,3,107,18
2021,Birmingham 040D,E01009048,2015,1858,2,116,39
2021,Birmingham 040E,E01009062,1825,1721,14,79,11
2021,Birmingham 041D,E01008909,2090,1967,4,88,31
2021,Birmingham 041H,E01034923,1736,1655,0,73,8
2021,Birmingham 041I,E01034924,1542,1463,1,68,10
2021,Birmingham 041J,E01034925,1662,1590,0,55,17
2021,Birmingham 041K,E01034926,1524,1458,3,57,6
2021,Birmingham 042A,E01009084,1963,1857,4,96,6
2021,Birmingham 042B,E01009085,2077,2002,6,65,4
2021,Birmingham 042C,E01009087,1762,1640,3,109,10
2021,Birmingham 042D,E01009089,1769,1656,3,107,3
2021,Birmingham 042E,E01009090,2118,1984,19,107,8
2021,Birmingham 043A,E01009201,1930,1753,25,119,33
2021,Birmingham 043B,E01009202,1751,1671,2,67,11
2021,Birmingham 043D,E01034927,1737,1641,8,81,7
2021,Birmingham 043E,E01034928,1488,1362,13,104,9
2021,Birmingham 044A,E01009082,1506,1431,2,70,3
2021,Birmingham 044B,E01009086,2175,2023,5,136,11
2021,Birmingham 044C,E01009480,2070,1956,1,90,23
2021,Birmingham 044D,E01009481,2706,2473,0,209,24
2021,Birmingham 044E,E01009486,2201,2080,1,99,21
2021,Birmingham 044F,E01009487,2159,2041,7,91,20
2021,Birmingham 045A,E01009088,1569,1479,1,87,2
2021,Birmingham 045B,E01009091,1654,1551,2,99,2
2021,Birmingham 045C,E01009305,1652,1544,2,102,4
2021,Birmingham 045D,E01009307,1541,1421,6,112,2
2021,Birmingham 045E,E01009309,1813,1669,3,127,14
2021,Birmingham 046A,E01009304,1819,1723,1,89,6
2021,Birmingham 046B,E01009306,1656,1537,8,111,0
2021,Birmingham 046C,E01009308,1867,1722,1,138,6
2021,Birmingham 046D,E01009310,1969,1867,2,93,7
2021,Birmingham 047A,E01009348,2066,1825,9,205,27
2021,Birmingham 047B,E01009358,2214,2003,3,140,68
2021,Birmingham 047C,E01009359,2030,1846,2,155,27
2021,Birmingham 047D,E01009360,2733,2461,6,233,33
2021,Birmingham 047E,E01009361,2157,1935,22,167,33
2021,Birmingham 048A,E01009478,2076,1906,4,151,15
2021,Birmingham 048B,E01009479,2208,2074,4,110,20
2021,Birmingham 048C,E01009482,1717,1643,1,60,13
2021,Birmingham 048D,E01009484,1784,1718,0,42,24
2021,Birmingham 048E,E01009485,1995,1920,0,48,27
2021,Birmingham 049A,E01008906,1963,1885,3,62,13
2021,Birmingham 049B,E01008911,1913,1797,0,101,15
2021,Birmingham 049D,E01009347,1556,1424,3,120,9
2021,Birmingham 049E,E01033559,1468,959,47,401,61
2021,Birmingham 049F,E01033638,1929,1791,6,118,14
2021,Birmingham 050A,E01008910,1717,1625,1,78,13
2021,Birmingham 050B,E01008913,2210,2108,3,79,20
2021,Birmingham 050E,E01033561,2580,996,142,1258,184
2021,Birmingham 050F,E01033617,5663,1221,851,3096,495
2021,Birmingham 050G,E01034929,1544,1461,2,62,19
2021,Birmingham 050H,E01034930,2211,1107,253,731,120
2021,Birmingham 051B,E01009483,2035,1930,4,74,27
2021,Birmingham 051C,E01009488,2523,2374,4,118,27
2021,Birmingham 051D,E01009489,2101,1985,1,94,21
2021,Birmingham 051E,E01009491,2178,2092,1,66,19
2021,Birmingham 051F,E01034931,1897,1808,4,62,23
