date,geography,geography code,Year of arrival in the UK: Total: All usual residents; measures: Value,Year of arrival in the UK: Born in the UK; measures: Value,Year of arrival in the UK: Arrived before 1951; measures: Value,Year of arrival in the UK: Arrived 1951 to 1960; measures: Value,Year of arrival in the UK: Arrived 1961 to 1970; measures: Value,Year of arrival in the UK: Arrived 1971 to 1980; measures: Value,Year of arrival in the UK: Arrived 1981 to 1990; measures: Value,Year of arrival in the UK: Arrived 1991 to 2000; measures: Value,Year of arrival in the UK: Arrived 2001 to 2010; measures: Value,Year of arrival in the UK: Arrived 2011 to 2013; measures: Value,Year of arrival in the UK: Arrived 2014 to 2016; measures: Value,Year of arrival in the UK: Arrived 2017 to 2019; measures: Value,Year of arrival in the UK: Arrived 2020 to 2021; measures: Value
2021,Solihull 001,E02002081,5432,5048,10,37,57,47,29,36,79,17,31,35,6
2021,Solihull 002,E02002082,5840,5450,4,22,41,19,7,36,93,28,68,58,14
2021,Solihull 003,E02002083,6029,5738,6,27,43,22,25,40,58,20,27,12,11
2021,Solihull 004,E02002084,6743,6245,7,40,40,19,16,51,131,53,80,48,13
2021,Solihull 005,E02002085,6659,6122,12,32,44,25,18,50,181,44,73,46,12
2021,Solihull 006,E02002086,5923,5543,12,32,37,12,14,29,94,36,68,38,8
2021,Solihull 007,E02002087,6297,5831,14,34,34,15,19,43,139,36,73,49,10
2021,Solihull 008,E02002088,9585,8954,11,56,62,23,27,46,137,65,91,78,35
2021,Solihull 009,E02002089,8067,7518,15,33,52,38,36,59,146,51,50,47,22
2021,Solihull 010,E02002090,5961,5163,8,54,99,90,71,89,178,38,62,92,17
2021,Solihull 011,E02002091,7654,6843,16,52,96,73,56,64,212,64,98,67,13
2021,Solihull 012,E02002092,7266,6442,12,47,57,71,57,89,220,79,70,101,21
2021,Solihull 013,E02002093,6691,5713,10,44,116,103,63,102,200,50,131,117,42
2021,Solihull 014,E02002094,5980,5202,17,50,100,118,60,110,152,35,58,62,16
2021,Solihull 015,E02002095,8626,7412,15,44,124,96,52,158,301,72,143,144,65
2021,Solihull 016,E02002096,10372,8500,17,81,182,162,116,196,423,107,146,300,142
2021,Solihull 017,E02002097,7346,6912,8,37,37,56,27,46,97,19,56,41,10
2021,Solihull 018,E02002098,9740,8278,14,57,178,194,110,146,344,125,123,108,63
2021,Solihull 019,E02002099,6901,5593,18,52,128,128,84,119,208,74,143,215,139
2021,Solihull 021,E02002101,6305,5771,7,34,72,58,32,33,135,33,52,52,26
2021,Solihull 022,E02002102,8782,7543,14,55,125,120,57,116,311,76,117,170,78
2021,Solihull 023,E02002103,6085,5515,9,41,89,52,48,42,131,47,62,42,7
2021,Solihull 024,E02002104,5847,5134,11,34,98,60,48,85,159,51,76,63,28
2021,Solihull 025,E02002105,8264,7790,18,36,52,42,32,59,116,29,27,41,22
2021,Solihull 026,E02002106,9729,9068,16,44,88,62,51,79,131,35,53,78,24
2021,Solihull 027,E02002107,5412,4601,8,40,145,83,52,78,162,49,70,87,37
2021,Solihull 028,E02002108,9847,9137,16,43,56,72,47,77,147,47,69,73,63
2021,Solihull 029,E02002109,12131,11100,9,48,101,87,57,96,268,87,130,99,49
2021,Solihull 030,E02006808,6729,5823,6,52,120,96,72,69,195,75,86,92,43
2021,Walsall 001,E02002110,7021,6734,1,11,35,25,18,26,88,21,39,23,0
2021,Walsall 002,E02002111,6417,6117,5,15,18,10,9,23,117,30,39,23,11
2021,Walsall 003,E02002112,5272,5138,1,7,18,9,9,9,44,18,13,5,1
2021,Walsall 004,E02002113,6401,6087,4,14,33,23,19,31,81,29,51,22,7
2021,Walsall 005,E02002114,6077,5881,1,13,19,13,9,21,67,17,18,9,9
2021,Walsall 006,E02002115,6823,6439,3,16,26,15,20,40,122,48,60,31,3
2021,Walsall 007,E02002116,6755,6491,4,19,39,19,15,28,87,14,19,12,8
2021,Walsall 008,E02002117,6250,5977,7,16,21,15,20,22,75,13,43,26,15
2021,Walsall 009,E02002118,7420,6904,1,9,20,12,12,22,165,70,123,63,19
2021,Walsall 010,E02002119,5982,5583,3,17,60,33,27,27,123,34,44,30,1
2021,Walsall 011,E02002120,6109,5712,2,13,67,42,21,39,114,26,38,23,12
2021,Walsall 012,E02002121,6664,6092,3,5,16,12,18,41,220,55,95,80,27
2021,Walsall 013,E02002122,7154,5935,1,11,26,11,20,96,454,188,193,159,60
2021,Walsall 014,E02002123,6602,6030,2,17,58,48,24,50,143,75,82,50,23
2021,Walsall 015,E02002124,6920,6575,8,28,32,21,20,35,79,25,31,49,17
2021,Walsall 016,E02002125,6449,5972,3,11,41,23,18,38,166,42,67,53,15
2021,Walsall 017,E02002126,6680,6157,4,6,16,15,15,30,175,54,105,73,30
2021,Walsall 018,E02002127,9794,7257,2,20,89,85,130,245,864,278,348,354,122
2021,Walsall 019,E02002128,5626,5142,4,11,46,27,24,39,110,43,90,77,13
2021,Walsall 020,E02002129,6032,5537,3,17,55,37,24,38,126,41,70,53,31
2021,Walsall 021,E02002130,6863,5853,2,16,70,72,64,99,274,107,131,146,29
2021,Walsall 022,E02002131,7781,7339,14,42,87,66,41,43,89,9,18,20,13
2021,Walsall 023,E02002132,6441,5673,2,15,45,35,37,54,255,79,117,102,27
2021,Walsall 024,E02002133,6900,5530,6,34,160,116,103,122,303,116,192,155,63
2021,Walsall 025,E02002134,9236,7892,3,36,93,62,39,89,360,143,226,192,101
2021,Walsall 026,E02002135,7984,5354,5,31,150,170,136,277,678,221,352,429,181
2021,Walsall 027,E02002136,8007,6389,1,29,181,90,64,122,390,139,264,210,128
2021,Walsall 028,E02002137,6115,5629,4,25,84,72,45,50,123,24,22,27,10
2021,Walsall 029,E02002138,6356,4759,2,37,243,231,116,165,334,84,120,192,73
2021,Walsall 030,E02002139,10862,7238,13,41,216,226,218,293,950,298,521,561,287
2021,Walsall 031,E02002140,8558,5416,5,42,281,228,159,288,777,242,460,442,218
2021,Walsall 032,E02002141,6457,5923,10,35,76,59,40,60,143,35,45,24,7
2021,Walsall 033,E02002142,7551,5866,2,25,145,123,103,186,433,118,213,272,65
2021,Walsall 034,E02002143,10267,6113,3,53,384,334,342,444,920,363,586,547,178
2021,Walsall 035,E02002144,6848,5282,8,71,381,275,164,153,265,61,95,77,16
2021,Walsall 036,E02002145,8493,6893,5,28,87,61,47,132,506,147,269,234,84
2021,Walsall 037,E02002146,6423,4828,4,26,164,172,139,210,405,138,143,147,47
2021,Walsall 038,E02002147,9113,7804,4,9,53,42,37,92,477,162,188,157,88
2021,Walsall 039,E02002148,11434,10621,12,69,116,60,54,99,175,55,76,78,19
2021,Wolverhampton 001,E02002149,10087,9064,12,55,107,40,30,71,281,112,153,128,34
2021,Wolverhampton 002,E02002150,5792,4875,10,39,95,44,29,84,288,84,97,99,48
2021,Wolverhampton 003,E02002151,5556,4769,4,19,62,32,26,65,253,82,129,91,24
2021,Wolverhampton 004,E02002152,6273,5511,8,20,47,13,16,47,303,79,127,79,23
2021,Wolverhampton 005,E02002153,7478,7125,6,17,44,17,9,24,111,21,47,44,13
2021,Wolverhampton 006,E02002154,7412,5910,8,62,149,66,39,118,428,155,197,209,71
2021,Wolverhampton 007,E02002155,6514,5297,7,30,47,25,22,82,475,125,140,183,81
2021,Wolverhampton 008,E02002156,8299,7181,9,46,166,76,41,78,273,88,126,135,80
2021,Wolverhampton 009,E02002157,7824,6816,9,46,167,99,67,79,210,58,90,122,61
2021,Wolverhampton 010,E02002158,7523,6711,8,46,129,60,26,57,180,73,99,105,29
2021,Wolverhampton 011,E02002159,6180,4198,9,37,125,49,39,145,552,209,293,375,149
2021,Wolverhampton 012,E02002160,7579,6260,8,44,134,96,64,96,338,96,153,189,101
2021,Wolverhampton 013,E02002161,7121,4258,2,41,225,114,84,229,820,230,419,541,158
2021,Wolverhampton 014,E02002162,7770,6716,21,58,237,137,85,101,189,50,48,86,42
2021,Wolverhampton 015,E02002163,11876,7554,5,77,177,93,73,270,1474,425,607,735,386
2021,Wolverhampton 016,E02002164,6741,3282,2,42,188,103,76,216,863,311,510,745,403
2021,Wolverhampton 017,E02002165,7894,5215,11,74,302,121,86,145,636,221,394,478,211
2021,Wolverhampton 018,E02002166,9406,7459,7,51,158,72,37,154,580,183,310,280,115
2021,Wolverhampton 019,E02002167,6641,5959,9,28,140,75,41,77,148,18,57,71,18
2021,Wolverhampton 020,E02002168,11533,6570,7,106,366,165,144,274,1214,425,708,1029,525
2021,Wolverhampton 021,E02002169,8809,7458,18,63,320,178,76,119,265,55,101,111,45
2021,Wolverhampton 022,E02002170,6312,5142,2,27,131,71,36,84,272,103,195,172,77
2021,Wolverhampton 023,E02002171,7721,6246,2,43,207,89,42,102,384,125,228,192,61
2021,Wolverhampton 026,E02002174,7643,6281,11,56,315,167,90,111,248,88,91,131,54
2021,Wolverhampton 027,E02002175,7792,5768,3,28,149,73,58,109,585,178,313,363,165
2021,Wolverhampton 028,E02002176,7840,7043,11,31,115,85,32,70,197,74,72,77,33
2021,Wolverhampton 029,E02002177,11502,7840,6,70,311,140,94,254,913,353,659,590,272
2021,Wolverhampton 030,E02002178,8141,5362,7,127,638,344,134,194,430,134,249,407,115
2021,Wolverhampton 031,E02002179,6565,5792,6,44,173,84,61,94,170,38,35,45,23
2021,Wolverhampton 032,E02002180,6488,5239,7,45,145,81,45,98,283,111,180,183,71
2021,Wolverhampton 033,E02002181,8433,7242,3,11,75,33,23,94,414,144,172,157,65
2021,Wolverhampton 034,E02002182,6586,5595,3,33,195,117,44,101,202,58,111,74,53
2021,Wolverhampton 035,E02006894,14363,7571,10,130,643,291,175,391,1578,693,1109,1239,533
