date,geography,geography code,Year of arrival in the UK: Total: All usual residents; measures: Value,Year of arrival in the UK: Born in the UK; measures: Value,Year of arrival in the UK: Arrived before 1951; measures: Value,Year of arrival in the UK: Arrived 1951 to 1960; measures: Value,Year of arrival in the UK: Arrived 1961 to 1970; measures: Value,Year of arrival in the UK: Arrived 1971 to 1980; measures: Value,Year of arrival in the UK: Arrived 1981 to 1990; measures: Value,Year of arrival in the UK: Arrived 1991 to 2000; measures: Value,Year of arrival in the UK: Arrived 2001 to 2010; measures: Value,Year of arrival in the UK: Arrived 2011 to 2013; measures: Value,Year of arrival in the UK: Arrived 2014 to 2016; measures: Value,Year of arrival in the UK: Arrived 2017 to 2019; measures: Value,Year of arrival in the UK: Arrived 2020 to 2021; measures: Value
2021,Birmingham 026A,E01009126,1487,1209,0,16,25,23,17,37,82,26,21,24,7
2021,Birmingham 026B,E01009408,1778,1286,2,16,34,36,32,52,133,39,73,57,18
2021,Birmingham 026C,E01009409,1847,1202,5,20,29,7,10,30,165,62,155,112,50
2021,Birmingham 026D,E01009410,1918,1376,4,17,57,29,23,43,134,52,63,92,28
2021,Birmingham 029A,E01009096,1674,1524,1,16,16,5,6,18,39,14,8,23,4
2021,Birmingham 029B,E01009097,2048,1865,0,14,18,5,4,16,59,19,18,18,12
2021,Birmingham 029C,E01009099,1758,1593,3,6,15,2,2,7,69,27,22,7,5
2021,Birmingham 029D,E01009101,1523,1389,1,11,19,6,3,15,39,17,10,13,0
2021,Birmingham 029E,E01009103,1572,1456,0,8,16,4,6,9,43,4,23,2,1
2021,Birmingham 029F,E01009106,1353,1251,1,10,8,7,2,8,32,9,13,11,1
2021,Birmingham 030A,E01008915,1781,1080,2,8,25,42,40,46,149,81,125,147,36
2021,Birmingham 030B,E01009411,1898,1372,0,14,49,27,27,21,136,32,106,90,24
2021,Birmingham 030C,E01009412,1788,1151,2,30,61,33,26,60,118,48,70,146,43
2021,Birmingham 030D,E01009413,1813,1142,1,35,52,46,27,47,140,31,87,173,32
2021,Birmingham 030E,E01009414,2359,1588,1,17,42,23,30,45,224,70,143,142,34
2021,Birmingham 031A,E01008998,1920,1319,2,19,39,21,31,69,192,59,99,55,15
2021,Birmingham 031B,E01008999,1587,1157,6,15,64,32,26,54,112,38,49,28,6
2021,Birmingham 031C,E01009000,1737,1125,2,30,46,48,22,33,135,38,106,106,46
2021,Birmingham 031D,E01009013,2017,1453,1,15,45,19,13,50,143,61,125,63,29
2021,Birmingham 031E,E01009400,1686,1205,1,26,42,29,32,48,97,48,78,55,25
2021,Birmingham 031F,E01009401,1860,1296,3,21,36,36,25,46,141,58,71,96,31
2021,Birmingham 031H,E01033630,1228,776,2,5,15,13,12,22,144,38,102,76,23
2021,Birmingham 031I,E01033646,1831,1187,1,13,43,19,23,39,168,75,119,109,35
2021,Birmingham 032A,E01009049,1645,987,8,43,117,73,56,75,115,39,55,52,25
2021,Birmingham 032B,E01009056,2253,1357,1,35,90,75,64,83,266,81,80,87,34
2021,Birmingham 032C,E01009263,1631,1058,1,18,69,48,47,72,130,34,56,82,16
2021,Birmingham 032D,E01009264,1831,1100,0,5,25,14,19,65,209,65,108,122,99
2021,Birmingham 032E,E01009265,1793,1047,4,28,118,69,42,46,110,47,128,120,34
2021,Birmingham 033A,E01009051,1814,943,3,20,63,69,71,80,187,84,124,93,77
2021,Birmingham 033B,E01009053,1628,878,2,15,37,60,83,89,144,33,110,145,32
2021,Birmingham 033C,E01009054,1638,949,0,32,90,127,66,85,118,27,70,49,25
2021,Birmingham 033D,E01009058,1972,1139,0,5,46,116,84,92,151,58,128,106,47
2021,Birmingham 033E,E01009061,1867,1022,0,27,70,93,117,84,161,56,78,109,50
2021,Birmingham 033F,E01009239,1472,893,3,14,45,31,37,52,136,53,98,83,27
2021,Birmingham 034A,E01009266,1778,841,1,22,78,34,40,72,245,94,103,165,83
2021,Birmingham 034B,E01009269,1478,622,5,18,42,30,27,42,208,67,167,189,61
2021,Birmingham 034C,E01009270,2005,1209,3,20,83,63,69,101,187,63,82,84,41
2021,Birmingham 034D,E01009271,1621,772,0,25,63,46,48,67,185,94,122,117,82
2021,Birmingham 034E,E01009273,1588,787,3,44,103,64,60,83,169,51,82,106,36
2021,Birmingham 035A,E01009050,2265,1246,1,26,83,68,65,88,196,81,185,177,49
2021,Birmingham 035D,E01009057,1983,1150,2,26,75,63,84,88,211,65,108,89,22
2021,Birmingham 035E,E01009059,1793,1091,2,29,69,61,70,112,171,46,71,59,12
2021,Birmingham 035F,E01009060,1752,1034,1,17,66,64,77,90,176,34,91,86,16
2021,Birmingham 035H,E01034917,1671,973,1,28,53,41,67,84,177,52,91,74,30
2021,Birmingham 035I,E01034918,1736,934,1,23,110,85,41,104,162,59,78,79,60
2021,Birmingham 036A,E01009268,1472,834,0,18,155,69,43,71,142,28,60,35,17
2021,Birmingham 036B,E01009272,1388,828,2,8,68,27,41,75,191,61,41,32,14
2021,Birmingham 036C,E01009274,2066,1060,5,36,139,73,84,111,241,76,103,92,46
2021,Birmingham 036D,E01009349,1664,870,0,10,55,31,43,69,248,46,108,139,45
2021,Birmingham 036E,E01009351,1726,814,4,15,51,48,62,92,186,81,134,168,71
2021,Birmingham 036F,E01009354,1555,778,1,41,77,50,60,74,195,65,116,67,31
2021,Birmingham 037A,E01008899,1295,721,1,19,22,24,38,57,156,34,87,120,16
2021,Birmingham 037C,E01008901,1812,1080,6,16,86,51,65,96,185,47,67,86,27
2021,Birmingham 037E,E01008916,1752,960,2,6,37,51,64,82,154,73,163,114,46
2021,Birmingham 037G,E01034919,1663,845,0,23,62,73,100,112,150,41,106,118,33
2021,Birmingham 037H,E01034920,1886,1052,1,17,50,116,90,113,166,38,94,123,26
2021,Birmingham 039A,E01009275,1791,940,3,23,65,54,112,89,196,70,133,60,46
2021,Birmingham 039B,E01009350,1633,870,2,18,63,59,66,87,200,54,88,97,29
2021,Birmingham 039C,E01009352,1808,1009,0,15,124,69,58,101,188,33,75,107,29
2021,Birmingham 039D,E01009353,1714,942,2,20,78,62,65,78,181,57,87,100,42
2021,Birmingham 039E,E01009355,1435,814,0,16,71,53,54,74,147,37,64,75,30
2021,Birmingham 039I,E01034921,1424,606,0,21,65,27,48,68,200,91,101,155,42
2021,Birmingham 039J,E01034922,1600,774,0,28,74,39,50,83,196,69,93,129,65
2021,Birmingham 040A,E01008905,1945,1112,0,10,45,88,131,120,166,45,98,112,18
2021,Birmingham 040B,E01008907,1803,1028,0,19,45,60,81,113,217,39,40,117,44
2021,Birmingham 040C,E01009047,1795,1037,1,27,65,71,105,101,203,29,48,75,33
2021,Birmingham 040D,E01009048,2047,1245,2,27,80,62,61,108,199,74,61,89,39
2021,Birmingham 040E,E01009062,1855,1013,0,12,55,71,103,142,170,64,87,108,30
2021,Birmingham 041D,E01008909,2122,1209,3,11,33,36,60,127,377,80,87,55,44
2021,Birmingham 041H,E01034923,1759,1049,1,19,62,69,99,119,183,26,57,68,7
2021,Birmingham 041I,E01034924,1557,807,2,29,52,80,103,75,186,47,76,64,36
2021,Birmingham 041J,E01034925,1686,916,0,28,38,38,54,91,290,68,84,61,18
2021,Birmingham 041K,E01034926,1539,894,0,27,69,41,72,94,176,50,74,28,14
2021,Birmingham 042A,E01009084,1989,1457,4,10,38,54,76,96,139,28,47,30,10
2021,Birmingham 042B,E01009085,2101,1471,1,17,69,129,102,98,108,20,35,40,11
2021,Birmingham 042C,E01009087,1792,1348,2,4,17,32,39,54,135,23,69,57,12
2021,Birmingham 042D,E01009089,1789,1359,0,9,31,45,46,60,134,20,29,38,18
2021,Birmingham 042E,E01009090,2150,1511,1,19,75,97,79,96,111,28,33,53,47
2021,Birmingham 043A,E01009201,1953,1183,1,24,46,25,17,82,273,65,97,95,45
2021,Birmingham 043B,E01009202,1784,1162,0,14,33,19,35,54,241,72,73,60,21
2021,Birmingham 043D,E01034927,1769,1023,0,8,20,11,22,78,333,79,118,61,16
2021,Birmingham 043E,E01034928,1504,731,0,4,17,13,9,45,359,133,99,79,15
2021,Birmingham 044A,E01009082,1514,1145,1,16,11,9,19,40,160,25,49,33,6
2021,Birmingham 044B,E01009086,2210,1504,0,14,44,78,75,117,160,32,91,70,25
2021,Birmingham 044C,E01009480,2097,1430,0,9,30,43,58,72,197,60,99,71,28
2021,Birmingham 044D,E01009481,2750,1737,2,9,69,114,88,137,241,52,145,108,48
2021,Birmingham 044E,E01009486,2229,1363,0,8,49,51,69,114,207,83,124,126,35
2021,Birmingham 044F,E01009487,2198,1422,2,15,68,79,68,111,166,71,70,87,39
2021,Birmingham 045A,E01009088,1594,1348,3,17,24,31,15,41,57,18,13,20,7
2021,Birmingham 045B,E01009091,1674,1369,3,5,25,14,8,27,94,34,41,48,6
2021,Birmingham 045C,E01009305,1678,1456,1,4,6,10,7,22,81,30,35,16,10
2021,Birmingham 045D,E01009307,1563,1382,3,11,9,3,4,15,65,12,24,29,6
2021,Birmingham 045E,E01009309,1836,1577,0,8,11,9,5,15,98,35,28,42,8
2021,Birmingham 046A,E01009304,1845,1705,0,9,15,5,2,11,45,23,13,8,9
2021,Birmingham 046B,E01009306,1682,1501,1,12,9,5,5,8,68,11,37,24,1
2021,Birmingham 046C,E01009308,1894,1721,0,11,10,6,3,26,57,25,19,12,4
2021,Birmingham 046D,E01009310,1998,1814,0,9,14,4,8,16,60,23,23,20,7
2021,Birmingham 047A,E01009348,2097,1265,5,31,50,31,31,82,258,68,100,132,44
2021,Birmingham 047B,E01009358,2249,1268,0,17,76,71,74,91,256,51,110,171,64
2021,Birmingham 047C,E01009359,2065,1038,3,19,71,44,42,90,258,106,138,196,60
2021,Birmingham 047D,E01009360,2785,1586,0,15,83,37,55,139,329,119,179,174,69
2021,Birmingham 047E,E01009361,2188,1162,0,14,46,44,38,92,289,110,119,195,79
2021,Birmingham 048A,E01009478,2115,1430,0,3,26,38,51,124,189,40,71,112,31
2021,Birmingham 048B,E01009479,2237,1372,2,26,56,79,75,113,223,66,78,93,54
2021,Birmingham 048C,E01009482,1745,1007,1,7,47,59,63,98,195,45,130,64,29
2021,Birmingham 048D,E01009484,1811,1068,0,8,38,61,71,97,199,55,70,78,66
2021,Birmingham 048E,E01009485,2050,1218,1,11,74,98,61,77,181,52,121,115,41
2021,Birmingham 049A,E01008906,1985,1114,2,10,19,71,106,168,236,50,90,96,23
2021,Birmingham 049B,E01008911,1942,1017,5,35,28,18,21,99,428,66,130,66,29
2021,Birmingham 049D,E01009347,1581,957,1,19,43,32,32,65,217,50,89,62,14
2021,Birmingham 049E,E01033559,1482,1044,0,2,2,3,6,37,74,33,80,122,79
2021,Birmingham 049F,E01033638,1964,1041,4,17,34,27,38,96,369,80,139,102,17
2021,Birmingham 050A,E01008910,1754,929,0,9,36,26,63,128,272,36,101,122,32
2021,Birmingham 050B,E01008913,2258,1168,1,57,75,13,28,103,457,82,148,90,36
2021,Birmingham 050E,E01033561,2594,1722,4,8,25,16,16,52,272,55,77,112,235
2021,Birmingham 050F,E01033617,5672,3654,0,0,2,1,3,32,489,161,189,467,674
2021,Birmingham 050G,E01034929,1581,815,0,7,14,7,9,91,313,87,96,123,19
2021,Birmingham 050H,E01034930,2223,1288,1,0,9,4,4,41,331,82,157,154,152
2021,Birmingham 051B,E01009483,2073,1178,1,6,45,70,87,130,153,62,139,147,55
2021,Birmingham 051C,E01009488,2563,1658,2,7,48,66,85,124,281,55,90,112,35
2021,Birmingham 051D,E01009489,2123,1218,3,21,56,94,81,126,202,58,102,113,49
2021,Birmingham 051E,E01009491,2201,1347,0,5,83,88,84,140,204,70,78,69,33
2021,Birmingham 051F,E01034931,1921,1033,4,12,33,98,72,159,221,80,53,115,41
2021,Birmingham 051G,E01034932,1529,921,0,10,46,67,64,96,129,41,58,63,34
2021,Birmingham 052B,E01009192,2773,1684,4,17,115,155,110,145,190,60,99,141,53
2021,Birmingham 052D,E01009199,1439,815,0,6,17,21,34,58,184,54,77,123,50
2021,Birmingham 052E,E01009204,2168,1228,1,13,26,15,29,91,454,66,97,95,53
2021,Birmingham 052G,E01034933,1499,866,3,15,53,92,72,76,126,37,63,54,42
2021,Birmingham 052H,E01034934,1638,945,1,5,24,60,66,89,184,48,90,89,37
2021,Birmingham 053A,E01009151,2144,1166,0,24,77,68,63,97,213,72,123,142,99
2021,Birmingham 053B,E01009152,1940,1107,3,28,105,92,84,84,120,42,122,110,43
2021,Birmingham 053C,E01009153,2102,1154,2,32,54,32,30,95,315,83,115,149,41
2021,Birmingham 053D,E01009345,2095,1349,2,47,52,17,32,93,224,59,89,93,38
2021,Birmingham 053E,E01009346,1736,964,1,9,52,50,53,74,182,48,128,115,60
2021,Birmingham 054A,E01009092,1765,1411,1,9,11,9,25,46,113,37,57,33,13
2021,Birmingham 054B,E01009093,1731,1442,0,6,11,8,9,34,102,41,44,23,11
2021,Birmingham 054C,E01009094,1608,1205,0,8,13,13,23,39,161,43,39,34,30
2021,Birmingham 054D,E01009298,1632,1316,3,8,9,7,11,35,126,33,50,26,8
2021,Birmingham 054E,E01009311,1615,1281,1,10,20,20,15,44,133,23,30,28,10
2021,Birmingham 054F,E01009511,1685,1235,2,21,19,20,26,78,186,36,45,11,6
2021,Birmingham 055A,E01009475,2326,1531,2,15,42,62,83,131,238,62,70,70,20
2021,Birmingham 055B,E01009476,2101,1287,1,15,49,50,71,108,211,81,77,103,48
2021,Birmingham 055C,E01009477,1882,1256,0,14,27,41,42,75,186,77,85,61,18
2021,Birmingham 055D,E01009490,2161,1371,1,9,51,55,76,110,180,57,118,88,45
2021,Birmingham 055E,E01009492,2026,1305,0,5,40,45,68,115,182,43,111,84,28
2021,Birmingham 056A,E01009095,1841,1394,2,14,36,43,38,63,100,32,38,55,26
2021,Birmingham 056B,E01009507,1621,1207,5,16,46,29,29,43,96,40,57,30,23
2021,Birmingham 056C,E01009508,1647,1251,2,14,40,35,19,35,112,32,48,47,12
2021,Birmingham 056D,E01009509,2055,1334,0,6,69,46,77,72,196,37,93,91,34
2021,Birmingham 056E,E01009510,1751,1400,1,12,25,22,24,35,110,29,42,40,11
2021,Birmingham 057A,E01009297,1820,1612,5,15,15,4,5,21,67,20,33,21,2
2021,Birmingham 057B,E01009299,1581,1309,2,11,10,8,10,24,108,32,30,23,14
2021,Birmingham 057C,E01009300,1937,1533,1,18,12,4,13,24,145,45,72,48,22
2021,Birmingham 057D,E01009301,1668,1436,1,5,13,3,5,25,89,19,38,30,4
2021,Birmingham 057E,E01009303,1507,1325,2,8,10,6,10,18,70,10,27,18,3
2021,Birmingham 058A,E01009195,2762,1699,1,9,70,100,119,161,252,68,91,143,49
2021,Birmingham 058C,E01009197,1920,1103,0,5,48,57,69,90,192,93,84,127,52
2021,Birmingham 058F,E01033649,2100,1154,0,6,25,46,76,104,250,83,114,186,56
2021,Birmingham 058G,E01034935,3404,1931,2,10,47,67,96,159,518,91,142,228,113
2021,Birmingham 060A,E01009138,2218,1208,3,26,94,92,45,66,237,63,135,164,85
2021,Birmingham 060B,E01009139,1602,928,1,29,64,35,30,48,128,63,132,114,30
2021,Birmingham 060C,E01009140,2199,1273,3,32,133,65,38,77,250,56,99,101,72
2021,Birmingham 060D,E01009145,1963,1070,2,24,114,54,45,106,189,58,100,134,67
2021,Birmingham 060E,E01009147,1908,1176,1,20,76,52,37,71,128,59,120,106,62
2021,Birmingham 062A,E01009512,2016,1657,2,7,18,6,15,39,155,31,31,48,7
2021,Birmingham 062B,E01009514,1736,1339,10,16,21,13,16,32,145,34,43,58,9
2021,Birmingham 062C,E01009516,1438,1162,2,12,29,24,10,36,78,28,28,16,13
2021,Birmingham 062D,E01009517,1993,1589,3,10,17,24,12,42,140,41,48,41,26
2021,Birmingham 063A,E01009325,1999,1243,2,18,44,67,62,106,161,55,89,103,49
2021,Birmingham 063D,E01009342,1826,1186,2,9,64,96,84,77,107,29,78,57,37
2021,Birmingham 063E,E01009343,1852,948,0,8,43,59,48,115,189,77,97,172,96
2021,Birmingham 063F,E01033642,3381,1858,1,23,99,149,138,195,357,99,207,197,58
2021,Birmingham 064A,E01008986,1554,874,4,9,44,28,23,46,156,49,104,115,102
2021,Birmingham 064B,E01008987,1595,1039,1,11,19,15,9,41,121,54,82,118,85
2021,Birmingham 064C,E01008988,2078,1138,1,14,43,47,21,51,222,93,157,208,83
2021,Birmingham 064D,E01008989,1693,928,1,21,23,37,9,66,174,44,119,172,99
2021,Birmingham 064E,E01008990,1176,721,1,12,46,44,22,40,80,21,51,82,56
2021,Birmingham 064F,E01008991,1879,1150,2,17,94,84,29,79,132,47,66,96,83
2021,Birmingham 066A,E01008882,2057,1340,1,8,35,29,48,96,199,66,98,112,25
2021,Birmingham 066B,E01008896,1897,1366,0,5,12,18,47,75,141,78,62,52,41
2021,Birmingham 066C,E01008898,1789,1224,1,14,20,21,36,62,188,38,52,111,22
2021,Birmingham 066D,E01009326,2113,1270,1,27,47,75,72,124,206,68,115,91,17
2021,Birmingham 066E,E01009341,1646,982,0,6,21,63,45,60,193,112,73,56,35
2021,Birmingham 066F,E01009513,2088,1486,2,5,15,29,37,88,189,46,64,81,46
2021,Birmingham 067A,E01008881,1745,1250,2,13,26,29,22,61,113,43,53,122,11
2021,Birmingham 067B,E01008897,1980,1418,1,7,42,32,51,74,170,34,29,69,53
2021,Birmingham 067C,E01009515,1701,1325,3,28,42,34,34,41,111,19,25,21,18
2021,Birmingham 067D,E01009518,1743,1389,3,14,31,39,28,38,127,16,23,28,7
2021,Birmingham 067E,E01009521,1655,1361,0,16,29,40,32,32,60,28,33,18,6
2021,Birmingham 069A,E01009302,1462,1348,3,16,17,7,3,9,24,9,11,12,3
2021,Birmingham 069B,E01009314,1946,1640,6,22,14,7,29,28,106,33,29,25,7
2021,Birmingham 069C,E01009321,1963,1727,1,6,6,10,9,28,85,36,27,18,10
2021,Birmingham 069D,E01009322,1752,1429,1,8,13,14,16,42,135,27,33,28,6
2021,Birmingham 069E,E01009323,1832,1508,2,9,13,13,17,35,122,47,35,16,15
2021,Birmingham 070A,E01009329,2682,1434,1,20,103,133,134,140,232,107,111,188,79
2021,Birmingham 070B,E01009334,1837,1041,1,28,102,126,99,75,169,34,84,49,29
2021,Birmingham 070C,E01009337,1979,1070,2,11,53,55,90,98,186,61,150,149,54
2021,Birmingham 070D,E01009338,1810,973,2,11,61,76,95,71,172,55,128,113,53
2021,Birmingham 070E,E01009380,1851,995,2,15,43,55,85,104,257,44,108,96,47
2021,Birmingham 071A,E01009362,1443,781,1,8,32,16,23,89,258,49,85,87,14
2021,Birmingham 071B,E01009363,1781,1143,4,23,51,68,59,85,159,44,55,72,18
2021,Birmingham 071C,E01009364,1654,943,1,2,37,25,34,103,271,79,60,76,23
2021,Birmingham 071D,E01009365,1847,991,3,12,64,77,62,127,252,54,98,86,21
2021,Birmingham 071E,E01009379,1899,972,3,33,73,55,64,99,286,61,87,126,40
2021,Birmingham 072A,E01009312,1592,1397,1,10,12,15,16,36,38,4,26,16,21
2021,Birmingham 072B,E01009324,1735,1571,5,10,17,10,16,18,41,19,4,17,7
2021,Birmingham 072C,E01009519,1461,1351,2,5,11,2,14,11,18,17,16,11,3
2021,Birmingham 072D,E01009520,1772,1525,3,16,21,29,29,27,50,19,22,19,12
2021,Birmingham 073A,E01009066,1938,1421,6,62,96,58,26,71,88,33,30,40,7
2021,Birmingham 073B,E01009070,1631,1325,5,15,24,18,17,35,89,28,39,28,8
2021,Birmingham 073C,E01009252,1625,1263,1,15,48,51,24,30,66,21,29,61,16
2021,Birmingham 073D,E01009260,1595,1067,4,30,125,69,34,66,83,17,32,32,36
2021,Birmingham 073E,E01009261,1749,1291,1,18,68,36,45,48,80,36,66,36,24
2021,Birmingham 074A,E01008984,1706,906,5,16,53,42,22,87,215,78,86,134,62
2021,Birmingham 074B,E01008994,1588,1021,8,10,15,20,6,50,120,30,69,105,134
2021,Birmingham 074C,E01008996,1877,1031,2,17,81,61,45,108,241,67,64,91,69
2021,Birmingham 074D,E01008997,1538,1023,4,16,63,44,35,73,123,29,49,66,13
2021,Birmingham 075A,E01009065,1633,1303,2,6,33,30,17,36,73,16,33,60,24
2021,Birmingham 075B,E01009067,1503,1261,3,8,15,18,13,31,53,23,25,41,12
2021,Birmingham 075C,E01009068,1587,1167,6,18,27,15,14,25,72,36,62,106,39
2021,Birmingham 075D,E01009069,1637,1283,7,12,15,13,12,23,56,29,41,86,60
2021,Birmingham 075E,E01009072,1779,1421,0,8,26,16,14,40,88,33,49,58,26
2021,Birmingham 076A,E01008885,1351,1081,3,16,22,21,19,11,77,28,23,50,0
2021,Birmingham 076B,E01008886,1597,1249,1,6,12,12,15,22,108,38,66,51,17
2021,Birmingham 076C,E01008888,1646,1448,0,12,18,22,16,16,46,21,23,14,10
2021,Birmingham 076D,E01009313,1662,1383,1,9,21,15,25,32,77,25,18,45,11
2021,Birmingham 077A,E01009368,1522,894,1,19,51,64,70,103,154,41,49,62,14
2021,Birmingham 077D,E01009371,1945,1114,2,8,48,70,107,122,143,72,87,131,41
2021,Birmingham 077E,E01009397,1775,1001,0,10,59,95,71,125,192,38,65,91,28
2021,Birmingham 077F,E01033650,2832,1657,3,25,121,120,154,166,208,68,128,132,50
2021,Birmingham 078A,E01008883,1998,1363,0,10,35,37,52,64,157,56,103,67,54
2021,Birmingham 078B,E01008884,2209,1318,0,17,26,41,37,73,185,99,157,174,82
2021,Birmingham 078C,E01008887,1728,1301,1,12,22,25,25,19,123,41,67,85,7
2021,Birmingham 078D,E01008889,1788,1210,3,17,41,33,25,52,129,33,131,80,34
2021,Birmingham 079A,E01008982,1676,919,0,12,34,30,38,50,149,47,96,214,87
2021,Birmingham 079C,E01008992,1682,1127,1,11,45,44,17,54,100,41,27,92,123
2021,Birmingham 079E,E01009283,1767,1255,5,14,33,21,25,48,67,31,60,120,88
2021,Birmingham 079G,E01034936,2699,2140,1,9,47,37,22,61,122,16,30,85,129
2021,Birmingham 079H,E01034937,2443,1502,4,12,43,64,33,31,117,29,41,149,418
2021,Birmingham 080A,E01009249,1594,1297,1,8,37,14,15,31,92,9,32,43,15
2021,Birmingham 080B,E01009250,1717,1472,3,8,17,20,8,20,68,21,41,27,12
2021,Birmingham 080C,E01009251,1494,1226,3,10,33,24,14,33,74,23,25,12,17
2021,Birmingham 080D,E01009253,1602,1304,3,12,31,18,5,32,71,30,75,18,3
2021,Birmingham 080E,E01009255,1542,1195,4,16,32,18,12,41,79,23,68,31,23
2021,Birmingham 080F,E01009257,1625,1262,0,7,26,14,17,38,124,20,62,27,28
2021,Birmingham 081A,E01009315,1727,1460,4,23,21,11,9,26,59,15,31,43,25
2021,Birmingham 081B,E01009316,1899,1515,3,12,18,21,23,32,118,27,52,55,23
2021,Birmingham 081C,E01009317,2072,1778,4,8,9,10,13,21,114,34,28,42,11
2021,Birmingham 081D,E01009318,1537,1422,3,11,12,8,6,13,27,17,9,7,2
2021,Birmingham 081E,E01009319,1549,1384,0,19,25,16,8,9,31,14,12,25,6
2021,Birmingham 081F,E01009320,1627,1394,5,14,16,20,9,19,54,19,16,45,16
2021,Birmingham 082A,E01009372,1735,1009,1,8,48,87,94,86,184,49,65,70,34
2021,Birmingham 082B,E01009373,1764,1003,0,5,59,87,114,99,141,70,88,79,19
2021,Birmingham 082D,E01009396,2148,1248,1,14,103,119,107,86,196,64,82,93,35
2021,Birmingham 082F,E01033643,3306,1804,0,28,108,146,132,208,329,110,149,228,64
2021,Birmingham 083A,E01009367,1790,1025,1,11,95,87,66,109,142,48,82,67,57
2021,Birmingham 083B,E01009375,1971,1195,2,12,53,78,65,146,199,52,52,81,36
2021,Birmingham 083C,E01009377,1468,891,3,13,37,30,44,114,138,45,90,43,20
2021,Birmingham 083D,E01009383,1420,921,2,15,74,69,65,55,70,39,35,59,16
2021,Birmingham 083E,E01009399,1643,898,0,8,36,58,69,113,182,45,97,108,29
2021,Birmingham 084A,E01009366,1708,963,2,26,66,58,48,126,177,53,68,89,32
2021,Birmingham 084B,E01009374,1215,734,3,19,47,47,40,88,157,23,22,23,12
2021,Birmingham 084C,E01009376,1562,901,3,9,49,56,55,95,187,41,67,66,33
2021,Birmingham 084F,E01033648,2749,1782,2,29,101,139,89,132,212,45,86,88,44
2021,Birmingham 085A,E01009073,1826,1274,1,9,20,11,7,53,152,74,94,111,20
2021,Birmingham 085B,E01009074,1774,1157,2,4,20,12,14,66,200,96,80,100,23
2021,Birmingham 085C,E01009254,1940,1410,7,17,37,26,19,53,170,50,97,36,18
2021,Birmingham 085D,E01009256,1674,1282,2,13,13,17,17,42,112,36,62,63,15
2021,Birmingham 085E,E01009258,1529,1163,2,7,15,8,7,41,124,48,64,39,11
2021,Birmingham 087B,E01009071,1695,1273,5,21,30,13,15,36,99,50,51,69,33
2021,Birmingham 087C,E01009075,1662,1075,1,18,19,14,10,64,128,54,78,127,74
2021,Birmingham 087E,E01009078,1540,990,3,10,17,16,15,38,139,48,66,131,67
2021,Birmingham 087F,E01033562,2551,1591,3,29,32,32,23,71,175,61,126,205,203
2021,Birmingham 088C,E01009183,1666,1203,6,16,79,71,49,62,97,31,24,24,4
2021,Birmingham 088D,E01009186,1785,1369,0,10,56,56,35,47,95,29,33,33,22
2021,Birmingham 088F,E01034938,1937,1237,2,12,69,76,83,91,154,26,89,59,39
2021,Birmingham 088G,E01034939,1676,1061,3,18,73,72,57,106,138,34,44,47,23
2021,Birmingham 089A,E01008890,1847,1371,6,26,49,44,35,54,118,30,42,55,17
2021,Birmingham 089B,E01008891,1576,1398,2,17,22,21,10,18,42,11,11,17,7
2021,Birmingham 089C,E01008892,1484,1063,2,19,57,34,46,46,93,17,43,48,16
2021,Birmingham 089D,E01008893,1708,1322,9,11,42,19,18,26,93,22,69,57,20
2021,Birmingham 089E,E01008894,1600,1164,11,22,30,18,23,30,103,46,53,57,43
2021,Birmingham 089F,E01008895,1892,1563,1,10,25,21,16,27,118,24,37,43,7
2021,Birmingham 089G,E01009015,1849,1208,2,24,43,37,23,38,185,44,101,108,36
2021,Birmingham 090A,E01009014,2611,1678,0,15,47,68,51,101,255,103,114,122,57
2021,Birmingham 090B,E01009018,1864,1290,0,28,39,55,34,63,105,64,54,91,41
2021,Birmingham 090C,E01009026,1988,1401,0,12,20,23,22,76,157,51,74,117,35
2021,Birmingham 090D,E01009028,1863,1343,0,11,17,22,40,60,158,47,68,62,35
2021,Birmingham 090E,E01009029,1571,1134,5,19,33,33,39,49,105,66,48,31,9
2021,Birmingham 092A,E01009182,1607,1081,1,5,48,67,39,71,94,24,53,108,16
2021,Birmingham 092B,E01009184,1531,1204,6,46,32,22,25,39,50,20,36,35,16
2021,Birmingham 092C,E01009187,1489,1217,7,12,39,21,32,26,53,20,23,21,18
2021,Birmingham 092D,E01009188,1480,1243,3,15,33,35,20,22,38,7,19,34,11
2021,Birmingham 092E,E01009384,1355,950,3,18,34,20,25,51,83,37,39,61,34
2021,Birmingham 092F,E01009385,1187,911,2,14,33,25,12,37,62,20,27,28,16
2021,Birmingham 093A,E01009185,1729,1334,7,16,69,69,55,39,54,19,31,23,13
2021,Birmingham 093B,E01009389,1875,1173,1,21,109,146,102,79,97,28,27,53,39
2021,Birmingham 093C,E01009390,1578,1092,2,4,79,58,38,48,93,28,64,53,19
2021,Birmingham 093D,E01009394,1756,1251,1,17,80,82,55,61,76,36,39,43,15
2021,Birmingham 094A,E01008918,1749,1356,0,12,18,3,6,27,137,23,89,60,18
2021,Birmingham 094B,E01008920,1312,1152,2,12,15,2,3,20,70,7,17,8,4
2021,Birmingham 094C,E01008921,1446,1255,0,10,14,4,3,18,60,22,19,34,7
2021,Birmingham 094D,E01008931,1446,1112,1,12,6,0,1,26,159,18,53,40,18
