date,geography,geography code,Population Density: Persons per square kilometre; measures: Value
2021,Oldham 006A,E01005410,115.2
2021,Oldham 006B,E01005411,894.0
2021,Oldham 006C,E01005414,72.2
2021,Oldham 006D,E01005415,1056.4
2021,Oldham 007C,E01005452,1290.5
2021,Oldham 007D,E01005453,2153.1
2021,Oldham 007E,E01032558,3313.5
2021,Oldham 007F,E01032559,1637.5
2021,Oldham 008A,E01005391,1082.6
2021,Oldham 008B,E01005392,5199.7
2021,Oldham 008C,E01005393,3185.5
2021,Oldham 008D,E01005401,3556.2
2021,Oldham 009A,E01005397,1077.8
2021,Oldham 009B,E01005398,2859.3
2021,Oldham 009C,E01005400,3942.1
2021,Oldham 009D,E01005402,4557.8
2021,Oldham 010A,E01005335,3702.6
2021,Oldham 010B,E01005337,10370.4
2021,Oldham 010C,E01005339,880.6
2021,Oldham 010D,E01005340,4791.9
2021,Oldham 011A,E01005421,3603.9
2021,Oldham 011B,E01005422,3490.1
2021,Oldham 011E,E01032920,4892.1
2021,Oldham 012A,E01005448,6375.6
2021,Oldham 012B,E01005449,3410.1
2021,Oldham 012C,E01005454,2710.8
2021,Oldham 012D,E01005455,8872.7
2021,Oldham 012E,E01005456,7227.7
2021,Oldham 013A,E01005407,529.8
2021,Oldham 013B,E01005412,1079.6
2021,Oldham 013C,E01005416,368.9
2021,Oldham 013D,E01005417,651.7
2021,Oldham 014A,E01005348,12470.4
2021,Oldham 014B,E01005350,4835.3
2021,Oldham 014C,E01005432,3585.2
2021,Oldham 014D,E01005433,4271.4
2021,Oldham 015A,E01005329,4906.7
2021,Oldham 015B,E01005330,672.8
2021,Oldham 015C,E01005333,5117.7
2021,Oldham 015D,E01005336,4050.6
2021,Oldham 016A,E01005349,10195.3
2021,Oldham 016B,E01005351,8492.9
2021,Oldham 016C,E01005352,8456.9
2021,Oldham 016D,E01005353,3958.7
2021,Oldham 016E,E01005354,3429.0
2021,Oldham 017A,E01005327,4213.2
2021,Oldham 017B,E01005328,3603.8
2021,Oldham 017C,E01005331,7578.0
2021,Oldham 017D,E01005334,4819.1
2021,Oldham 017E,E01005338,4613.7
2021,Oldham 018A,E01005387,5687.3
2021,Oldham 018B,E01005388,4761.7
2021,Oldham 018C,E01005389,2984.3
2021,Oldham 018D,E01005418,5110.5
2021,Oldham 019A,E01005428,8510.3
