date,geography,geography code,Age of arrival in the UK: Total: All usual residents; measures: Value,Age of arrival in the UK: Born in the UK; measures: Value,Age of arrival in the UK: Arrived in the UK; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 0 to 4 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 5 to 7 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 8 to 9 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 10 to 14 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 15 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 16 to 17 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 18 to 19 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 20 to 24 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 25 to 29 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 30 to 44 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 45 to 59 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 60 to 64 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 65 to 74 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 75 to 84 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 85 to 89 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 90 years and over; measures: Value
2021,Manchester 053E,E01005318,1992,1623,369,35,24,10,17,5,8,25,63,67,93,18,2,2,0,0,0
2021,Manchester 054A,E01005130,1444,992,452,37,17,13,17,9,30,24,81,98,106,17,1,2,0,0,0
2021,Manchester 054B,E01033651,1691,1121,570,35,18,13,25,7,26,50,138,129,109,14,2,3,1,0,0
2021,Manchester 054C,E01033658,1394,837,557,32,12,16,31,6,45,43,114,121,119,16,1,1,0,0,0
2021,Manchester 054D,E01033664,1861,1183,678,44,12,8,26,12,27,58,192,126,154,12,2,5,0,0,0
2021,Manchester 054E,E01033667,1491,1009,482,28,12,4,13,3,17,59,103,133,79,28,3,0,0,0,0
2021,Manchester 055A,E01005128,2029,734,1295,31,11,4,21,11,121,387,469,149,86,3,2,0,0,0,0
2021,Manchester 055B,E01033653,1852,976,876,29,11,12,33,13,50,121,189,167,187,52,6,6,0,0,0
2021,Manchester 055C,E01033654,1789,938,851,19,13,7,19,8,72,178,293,148,85,9,0,0,0,0,0
2021,Manchester 055E,E01033661,1989,1602,387,39,6,2,19,11,18,32,105,71,66,13,3,2,0,0,0
2021,Manchester 055F,E01034129,1081,802,279,25,9,4,7,1,17,23,73,52,64,4,0,0,0,0,0
2021,Manchester 055G,E01034130,1393,936,457,42,10,4,14,1,48,62,129,86,56,4,0,1,0,0,0
2021,Manchester 056A,E01005143,3009,1398,1611,208,88,80,135,32,62,85,252,215,325,100,12,14,3,0,0
2021,Manchester 056B,E01033655,1270,821,449,51,13,5,18,1,20,38,122,85,88,7,1,0,0,0,0
2021,Manchester 056C,E01033665,1520,989,531,37,8,8,20,8,16,54,125,124,115,14,1,1,0,0,0
2021,Manchester 056D,E01033676,2010,1217,793,92,51,20,73,15,28,39,105,117,187,52,5,5,3,1,0
2021,Manchester 057A,E01005212,3130,2259,871,97,44,32,47,13,45,75,182,162,137,30,5,2,0,0,0
2021,Manchester 057B,E01033656,2718,1778,940,58,31,13,30,20,105,185,330,114,53,1,0,0,0,0,0
2021,Manchester 057C,E01033662,2014,871,1143,37,8,3,36,19,115,235,463,126,86,14,1,0,0,0,0
2021,Manchester 058A,E01005142,2291,1203,1088,137,60,34,83,14,51,65,176,156,234,60,9,6,3,0,0
2021,Manchester 058B,E01005147,2784,1389,1395,177,81,50,107,24,71,59,173,210,344,84,6,8,1,0,0
2021,Manchester 058C,E01033674,2082,1346,736,81,28,16,30,10,23,52,126,158,160,24,13,15,0,0,0
2021,Manchester 058D,E01033675,2207,1097,1110,109,64,36,73,15,36,44,164,186,315,58,5,5,0,0,0
2021,Manchester 059A,E01005213,2395,1507,888,73,41,17,73,13,51,55,183,166,160,42,11,2,1,0,0
2021,Manchester 059B,E01033660,1438,1140,298,19,11,4,13,5,9,32,81,72,40,8,1,0,3,0,0
2021,Manchester 059C,E01033672,1706,1172,534,47,21,9,25,18,33,46,134,93,96,10,0,2,0,0,0
2021,Manchester 059D,E01033673,1444,1108,336,37,8,13,16,9,22,36,86,54,48,5,0,2,0,0,0
2021,Manchester 060A,E01033677,1020,568,452,20,7,5,16,4,35,52,111,112,71,18,1,0,0,0,0
2021,Manchester 060B,E01033681,1330,977,353,23,8,7,9,3,22,39,101,65,66,8,2,0,0,0,0
2021,Manchester 060C,E01033682,1222,927,295,19,8,3,18,4,11,30,73,62,53,12,0,2,0,0,0
2021,Manchester 060E,E01034131,1029,581,448,13,8,6,18,3,43,95,86,92,73,11,0,0,0,0,0
2021,Manchester 060F,E01034132,1831,1024,807,32,16,10,13,15,84,189,246,89,89,22,1,1,0,0,0
2021,Manchester 061A,E01005129,1845,1270,575,54,35,13,46,12,21,32,82,112,138,21,1,6,2,0,0
2021,Manchester 061B,E01005132,2138,1520,618,71,33,27,52,5,26,28,101,91,149,29,2,3,1,0,0
2021,Manchester 061C,E01034133,1871,1337,534,35,23,20,43,9,21,31,92,77,163,16,3,0,1,0,0
2021,Manchester 061D,E01034134,1194,953,241,20,8,6,12,2,5,22,67,50,46,3,0,0,0,0,0
2021,Manchester 062D,E01033684,1822,1370,452,36,14,5,20,3,14,49,123,118,66,4,0,0,0,0,0
2021,Manchester 062B,E01033688,1709,1184,525,49,25,19,35,18,21,25,80,93,131,26,1,2,0,0,0
2021,Manchester 062A,E01034135,1116,766,350,39,4,4,16,6,19,26,68,79,79,5,2,3,0,0,0
2021,Manchester 062C,E01034136,1009,677,332,25,10,5,15,0,11,24,88,72,72,8,0,1,1,0,0
2021,Manchester 063B,E01005233,2935,1206,1729,212,90,88,152,22,40,75,230,237,417,136,17,8,4,1,0
2021,Manchester 063A,E01005234,2312,996,1316,149,92,66,113,28,40,89,160,160,299,100,7,11,2,0,0
2021,Manchester 063D,E01005238,2298,1191,1107,127,66,37,107,29,46,79,197,129,213,61,6,6,4,0,0
2021,Manchester 063C,E01034137,1732,689,1043,131,64,46,95,18,48,41,132,126,253,83,3,3,0,0,0
2021,Manchester 064C,E01005199,2511,1321,1190,153,78,58,94,13,30,57,151,139,312,91,7,5,2,0,0
2021,Manchester 064A,E01005200,2459,1612,847,83,39,44,57,8,33,50,140,122,207,54,3,6,0,1,0
2021,Manchester 064B,E01034138,1386,475,911,102,72,36,89,12,30,37,93,104,230,86,10,8,2,0,0
2021,Oldham 001A,E01005357,1428,1388,40,8,2,2,4,0,2,2,7,8,3,0,2,0,0,0,0
2021,Oldham 001B,E01005358,1565,1486,79,14,6,2,5,2,1,5,9,15,18,2,0,0,0,0,0
2021,Oldham 001C,E01005359,1564,1520,44,6,1,2,5,0,4,1,5,4,10,4,2,0,0,0,0
2021,Oldham 001D,E01005360,1379,1311,68,8,7,3,5,0,3,5,10,8,16,3,0,0,0,0,0
2021,Oldham 002A,E01005441,1529,1453,76,9,6,2,2,0,3,4,10,21,19,0,0,0,0,0,0
2021,Oldham 002B,E01005442,1328,1302,26,6,4,1,0,1,1,0,4,4,4,1,0,0,0,0,0
2021,Oldham 002C,E01005444,1396,1292,104,13,7,3,10,0,5,7,21,17,17,1,2,1,0,0,0
2021,Oldham 002D,E01005445,1426,1298,128,18,1,3,6,4,4,11,26,25,23,6,1,0,0,0,0
2021,Oldham 003A,E01005361,1671,1618,53,7,4,2,10,1,3,4,10,5,7,0,0,0,0,0,0
2021,Oldham 003B,E01005443,1312,1271,41,7,1,0,3,4,1,1,7,6,10,1,0,0,0,0,0
2021,Oldham 003C,E01005446,1406,1329,77,17,8,6,3,0,4,4,10,11,13,1,0,0,0,0,0
2021,Oldham 003D,E01005447,1644,1445,199,23,7,4,12,2,10,18,40,31,47,4,1,0,0,0,0
2021,Oldham 004A,E01005390,1361,1322,39,8,2,0,6,0,3,1,5,4,7,3,0,0,0,0,0
2021,Oldham 004B,E01005394,1450,1403,47,7,3,2,7,0,1,5,6,5,11,0,0,0,0,0,0
2021,Oldham 004C,E01005395,1431,1395,36,8,2,1,8,2,4,1,5,4,0,1,0,0,0,0,0
2021,Oldham 004D,E01005396,1434,1380,54,16,2,2,1,2,3,3,11,8,5,1,0,0,0,0,0
2021,Oldham 005A,E01005355,1459,1357,102,16,9,2,8,4,4,4,19,20,14,1,0,1,0,0,0
2021,Oldham 005B,E01005356,1250,1197,53,8,6,1,4,0,2,4,12,4,11,1,0,0,0,0,0
2021,Oldham 005C,E01005399,1585,1542,43,9,6,1,3,0,2,5,7,3,7,0,0,0,0,0,0
2021,Oldham 005D,E01005403,1733,1659,74,20,3,0,8,2,5,4,9,8,13,2,0,0,0,0,0
2021,Oldham 006A,E01005410,1495,1443,52,11,5,3,3,2,1,1,8,5,11,2,0,0,0,0,0
2021,Oldham 006B,E01005411,1563,1516,47,12,3,1,4,0,2,1,11,3,5,1,1,3,0,0,0
2021,Oldham 006C,E01005414,1335,1291,44,12,1,2,2,0,2,4,7,5,9,0,0,0,0,0,0
2021,Oldham 006D,E01005415,1109,1077,32,2,2,3,2,1,1,3,5,6,6,1,0,0,0,0,0
2021,Oldham 007C,E01005452,1278,1244,34,10,0,1,3,0,1,5,6,2,3,3,0,0,0,0,0
2021,Oldham 007D,E01005453,1556,1491,65,13,3,2,3,0,4,3,11,10,14,1,0,1,0,0,0
2021,Oldham 007E,E01032558,1726,1500,226,39,15,4,14,2,7,14,51,22,51,6,1,0,0,0,0
2021,Oldham 007F,E01032559,2753,2622,131,26,15,7,9,3,6,7,14,14,23,6,0,1,0,0,0
2021,Oldham 008A,E01005391,1559,1503,56,12,2,0,7,0,4,2,7,9,9,4,0,0,0,0,0
2021,Oldham 008B,E01005392,1583,1482,101,23,6,5,9,1,0,5,17,6,21,7,0,0,1,0,0
2021,Oldham 008C,E01005393,1221,1174,47,8,3,2,3,0,4,3,4,4,12,4,0,0,0,0,0
2021,Oldham 008D,E01005401,1585,1483,102,20,5,4,7,1,2,6,13,25,15,3,0,1,0,0,0
2021,Oldham 009A,E01005397,1327,1284,43,8,3,2,4,2,1,3,6,5,8,1,0,0,0,0,0
2021,Oldham 009B,E01005398,1529,1447,82,15,6,7,4,1,2,10,17,11,6,3,0,0,0,0,0
2021,Oldham 009C,E01005400,1526,1452,74,13,6,7,7,1,3,3,6,8,16,1,0,3,0,0,0
2021,Oldham 009D,E01005402,1642,1376,266,47,17,16,28,2,8,12,32,41,54,6,2,1,0,0,0
2021,Oldham 010A,E01005335,1292,1185,107,15,2,4,12,0,3,6,23,22,14,2,3,1,0,0,0
2021,Oldham 010B,E01005337,2548,1762,786,107,43,29,74,6,32,61,161,102,145,20,2,1,3,0,0
2021,Oldham 010C,E01005339,1482,1393,89,18,9,2,5,0,3,8,10,13,20,1,0,0,0,0,0
2021,Oldham 010D,E01005340,1601,1353,248,41,12,11,25,1,11,17,45,38,41,4,0,2,0,0,0
2021,Oldham 011A,E01005421,1816,1667,149,23,8,7,10,1,7,11,19,24,31,8,0,0,0,0,0
2021,Oldham 011B,E01005422,1549,1366,183,22,14,13,20,4,6,11,24,20,40,9,0,0,0,0,0
2021,Oldham 011E,E01032920,2587,2261,326,48,24,13,25,3,15,16,48,43,77,13,0,1,0,0,0
2021,Oldham 012A,E01005448,1646,1258,388,34,34,12,56,4,14,17,51,57,83,19,3,3,1,0,0
2021,Oldham 012B,E01005449,1585,1459,126,9,5,13,9,2,5,8,27,16,25,4,2,1,0,0,0
2021,Oldham 012C,E01005454,1379,1350,29,6,1,2,1,0,1,2,9,3,2,2,0,0,0,0,0
2021,Oldham 012D,E01005455,1464,1417,47,12,4,2,1,0,2,4,3,7,11,1,0,0,0,0,0
2021,Oldham 012E,E01005456,1681,1443,238,36,15,10,24,5,6,13,36,38,50,3,0,2,0,0,0
2021,Oldham 013A,E01005407,1718,1667,51,6,2,2,4,0,1,2,10,12,7,4,1,0,0,0,0
2021,Oldham 013B,E01005412,1683,1639,44,8,4,2,4,1,0,2,8,5,10,0,0,0,0,0,0
2021,Oldham 013C,E01005416,1521,1479,42,8,1,2,2,2,2,4,8,5,6,2,0,0,0,0,0
2021,Oldham 013D,E01005417,1553,1506,47,12,6,0,4,0,2,2,9,4,8,0,0,0,0,0,0
2021,Oldham 014A,E01005348,2424,1487,937,144,110,33,115,9,20,56,80,110,221,34,2,1,2,0,0
2021,Oldham 014B,E01005350,2409,1414,995,108,79,50,100,12,42,51,133,129,204,78,3,5,1,0,0
2021,Oldham 014C,E01005432,1830,1343,487,64,31,27,47,9,22,20,60,59,120,21,1,5,1,0,0
2021,Oldham 014D,E01005433,2476,1702,774,113,74,29,68,7,25,43,108,114,161,28,2,2,0,0,0
2021,Oldham 015A,E01005329,1499,1402,97,17,7,4,5,2,6,6,16,9,21,4,0,0,0,0,0
2021,Oldham 015B,E01005330,1735,1561,174,20,9,6,10,1,3,14,42,44,21,3,0,0,1,0,0
2021,Oldham 015C,E01005333,1237,1138,99,20,8,3,10,2,7,4,19,15,6,3,0,1,1,0,0
2021,Oldham 015D,E01005336,1521,1450,71,14,1,2,11,2,4,2,16,6,10,3,0,0,0,0,0
2021,Oldham 016A,E01005349,2502,1395,1107,134,59,43,101,21,61,96,183,138,213,45,5,4,3,0,1
2021,Oldham 016B,E01005351,2085,1251,834,97,70,39,77,23,53,67,134,104,135,24,2,4,3,2,0
2021,Oldham 016C,E01005352,1532,983,549,60,37,23,55,12,34,46,92,78,93,15,2,2,0,0,0
2021,Oldham 016D,E01005353,1511,920,591,69,23,18,56,10,29,56,102,75,113,32,4,3,1,0,0
2021,Oldham 016E,E01005354,1798,1272,526,65,34,17,42,7,18,44,127,86,65,16,1,4,0,0,0
2021,Oldham 017A,E01005327,1967,1746,221,38,17,11,12,4,1,16,44,34,37,5,2,0,0,0,0
2021,Oldham 017B,E01005328,1790,1390,400,55,29,17,34,10,16,28,63,60,68,15,2,3,0,0,0
2021,Oldham 017C,E01005331,1724,1489,235,31,17,8,30,8,12,16,42,21,38,12,0,0,0,0,0
2021,Oldham 017D,E01005334,1425,1344,81,20,3,4,6,0,3,2,11,12,17,3,0,0,0,0,0
2021,Oldham 017E,E01005338,1944,1488,456,78,29,28,26,5,17,40,78,63,71,16,0,4,1,0,0
2021,Oldham 018A,E01005387,1473,1433,40,8,3,1,0,0,6,4,6,4,6,2,0,0,0,0,0
2021,Oldham 018B,E01005388,1338,1303,35,1,3,1,7,0,1,3,5,5,9,0,0,0,0,0,0
2021,Oldham 018C,E01005389,1769,1586,183,25,9,4,14,4,12,12,29,12,45,14,1,2,0,0,0
2021,Oldham 018D,E01005418,1411,1370,41,14,1,2,2,0,0,4,8,5,4,1,0,0,0,0,0
2021,Oldham 019A,E01005428,2363,1187,1176,170,73,42,119,45,31,60,233,156,153,72,9,11,2,0,0
2021,Oldham 019B,E01005431,1863,1407,456,55,35,26,56,3,17,25,58,54,106,14,4,3,0,0,0
2021,Oldham 019C,E01005450,2139,1155,984,115,65,39,78,22,30,44,139,129,266,44,6,7,0,0,0
2021,Oldham 019D,E01005451,1547,1220,327,45,18,6,29,5,18,28,61,45,45,21,0,4,2,0,0
2021,Oldham 020C,E01005408,2014,1955,59,11,5,0,7,3,0,3,9,4,14,3,0,0,0,0,0
2021,Oldham 020D,E01005409,1568,1514,54,10,5,1,2,0,3,3,8,8,7,7,0,0,0,0,0
2021,Oldham 020E,E01032922,2413,2343,70,19,2,3,5,1,5,6,11,10,7,1,0,0,0,0,0
2021,Oldham 021A,E01005406,1407,1368,39,12,1,0,2,0,3,3,7,4,6,0,1,0,0,0,0
2021,Oldham 021B,E01005413,1588,1546,42,10,1,1,6,1,2,3,9,3,5,1,0,0,0,0,0
2021,Oldham 021C,E01005419,1450,1406,44,9,8,0,6,2,2,1,6,4,5,1,0,0,0,0,0
2021,Oldham 021D,E01005420,1615,1576,39,5,4,0,3,1,3,4,12,1,4,2,0,0,0,0,0
2021,Oldham 022A,E01005321,2334,1515,819,99,43,26,112,17,46,43,128,98,144,54,3,5,0,0,1
2021,Oldham 022B,E01005326,2996,1996,1000,111,49,33,94,19,61,102,235,125,128,24,6,8,4,1,0
2021,Oldham 022C,E01005427,2214,1333,881,101,39,28,68,23,33,83,210,140,110,28,9,5,4,0,0
2021,Oldham 022D,E01005429,1920,1168,752,99,38,30,55,13,39,59,156,84,132,28,8,11,0,0,0
2021,Oldham 022E,E01005430,2852,1719,1133,142,82,35,87,15,43,76,220,151,209,61,7,4,1,0,0
2021,Oldham 024A,E01005320,2700,1762,938,133,74,32,59,10,47,49,169,133,164,52,12,2,1,1,0
2021,Oldham 024B,E01005434,2166,1304,862,102,51,21,78,14,29,61,155,105,186,51,3,3,3,0,0
2021,Oldham 024C,E01005437,2046,1192,854,96,53,40,88,13,48,78,150,105,123,51,7,1,1,0,0
2021,Oldham 024D,E01005459,1771,1036,735,77,49,54,85,16,30,52,125,84,125,31,3,4,0,0,0
2021,Oldham 026A,E01005383,2190,1639,551,74,37,12,43,6,24,38,123,83,86,18,1,5,1,0,0
2021,Oldham 026D,E01005386,1549,1250,299,34,18,14,18,5,15,15,48,27,74,25,4,2,0,0,0
2021,Oldham 026E,E01032556,1503,1451,52,6,0,1,7,1,3,4,10,5,12,3,0,0,0,0,0
2021,Oldham 026F,E01032557,1821,1467,354,54,23,16,16,8,13,15,60,51,71,22,4,0,1,0,0
2021,Oldham 027A,E01005342,1594,1295,299,26,15,9,37,5,17,33,47,53,38,17,0,1,0,1,0
2021,Oldham 027B,E01005343,1414,1265,149,23,10,3,12,2,2,9,29,19,33,6,0,1,0,0,0
2021,Oldham 027C,E01005344,1916,1557,359,52,26,11,27,8,10,24,59,41,76,18,6,0,1,0,0
2021,Oldham 027D,E01005381,1952,1474,478,54,21,18,45,8,24,34,93,57,94,26,3,1,0,0,0
2021,Oldham 028A,E01005332,2297,1954,343,42,25,17,22,3,12,20,74,48,62,13,2,2,1,0,0
2021,Oldham 028B,E01005341,1415,1309,106,18,9,0,7,2,2,5,14,20,23,5,1,0,0,0,0
2021,Oldham 028C,E01005345,1504,1411,93,14,7,4,13,0,4,7,16,11,16,1,0,0,0,0,0
2021,Oldham 028D,E01005346,1394,1345,49,12,3,1,6,1,0,2,10,8,5,1,0,0,0,0,0
2021,Oldham 028E,E01005347,1311,1232,79,13,5,5,13,2,1,4,11,7,15,3,0,0,0,0,0
2021,Oldham 029A,E01005322,1506,1023,483,78,30,21,44,4,15,19,77,53,108,30,0,4,0,0,0
2021,Oldham 029B,E01005323,1570,1381,189,38,9,8,15,5,10,9,22,16,38,17,2,0,0,0,0
2021,Oldham 029C,E01005324,1619,1411,208,23,11,8,8,2,7,11,53,21,48,13,0,3,0,0,0
2021,Oldham 029D,E01005325,1497,1259,238,41,25,11,24,5,5,11,27,28,49,9,1,1,1,0,0
2021,Oldham 029E,E01005438,2969,2046,923,118,72,34,94,19,30,74,130,125,166,43,14,2,2,0,0
2021,Oldham 030A,E01005377,1749,1470,279,51,14,12,25,4,8,8,46,46,53,9,3,0,0,0,0
2021,Oldham 030B,E01005379,1296,1163,133,20,10,6,12,3,4,3,24,16,30,5,0,0,0,0,0
2021,Oldham 030C,E01005380,1513,1401,112,17,8,6,11,0,8,4,12,17,22,6,0,0,1,0,0
2021,Oldham 030D,E01005382,1611,1424,187,21,13,7,20,3,8,9,31,26,32,14,1,2,0,0,0
2021,Oldham 030E,E01005439,1586,1310,276,35,14,11,24,6,14,21,54,40,34,19,3,0,1,0,0
2021,Oldham 031A,E01005362,1358,1294,64,15,4,0,3,1,4,2,12,11,10,2,0,0,0,0,0
2021,Oldham 031B,E01005364,1584,1544,40,9,3,1,9,0,2,2,7,0,7,0,0,0,0,0,0
2021,Oldham 031C,E01005368,1513,1377,136,25,8,5,6,1,3,11,20,21,28,5,0,2,1,0,0
2021,Oldham 031D,E01005376,1444,1211,233,32,14,11,15,4,9,11,27,36,61,10,3,0,0,0,0
2021,Oldham 031E,E01005378,1556,1316,240,35,15,7,22,7,7,19,40,23,45,16,2,2,0,0,0
2021,Oldham 032A,E01005363,1772,1646,126,22,10,6,5,1,3,5,23,20,27,3,1,0,0,0,0
2021,Oldham 032B,E01005369,1966,1591,375,37,40,12,35,5,9,18,34,79,82,22,2,0,0,0,0
2021,Oldham 032C,E01005370,1578,1385,193,23,13,2,11,2,3,13,28,38,44,16,0,0,0,0,0
2021,Oldham 032D,E01005371,1471,1308,163,23,15,3,8,1,4,6,24,28,44,7,0,0,0,0,0
2021,Oldham 033A,E01005365,1380,1346,34,11,5,0,2,0,0,2,5,4,3,1,0,1,0,0,0
2021,Oldham 033B,E01005366,1556,1489,67,17,2,2,9,1,4,4,10,6,10,1,1,0,0,0,0
2021,Oldham 033C,E01005367,1421,1360,61,11,2,4,7,1,2,4,7,6,11,4,1,0,0,1,0
2021,Oldham 033D,E01005440,1450,1319,131,17,3,7,7,5,1,9,29,23,25,4,0,1,0,0,0
2021,Oldham 034A,E01005372,1276,1177,99,11,5,3,3,1,6,10,24,14,15,6,0,1,0,0,0
2021,Oldham 034B,E01005373,1193,1139,54,6,6,1,3,0,2,6,9,4,11,6,0,0,0,0,0
2021,Oldham 034C,E01005374,1487,1371,116,14,10,6,5,2,2,10,20,13,25,8,0,1,0,0,0
2021,Oldham 034D,E01005375,1504,1453,51,14,0,0,4,0,4,4,7,8,6,4,0,0,0,0,0
2021,Oldham 036C,E01005460,2707,1757,950,129,56,36,101,15,36,66,157,124,176,40,7,6,1,0,0
2021,Oldham 036D,E01005463,1685,1002,683,77,39,24,55,15,39,38,130,102,131,29,3,1,0,0,0
2021,Oldham 036A,E01034232,1691,1052,639,80,42,16,50,16,33,69,99,81,113,21,7,6,4,2,0
2021,Oldham 036B,E01034233,1608,937,671,66,25,12,63,19,22,55,123,104,131,24,12,10,4,1,0
2021,Oldham 037B,E01005435,2030,1183,847,94,57,39,83,29,26,70,156,93,152,40,4,3,1,0,0
2021,Oldham 037D,E01005436,1825,1266,559,68,42,26,60,5,30,44,91,71,81,32,2,3,1,2,1
2021,Oldham 037A,E01005461,2424,1521,903,102,40,34,90,19,58,75,186,125,134,29,3,3,3,2,0
2021,Oldham 037C,E01005462,2203,1519,684,77,44,22,54,16,30,70,134,92,111,24,4,5,1,0,0
2021,Rochdale 001A,E01005518,1592,1531,61,10,4,2,6,1,2,7,3,11,9,3,0,3,0,0,0
2021,Rochdale 001B,E01005520,1713,1646,67,11,2,1,4,2,2,6,15,7,11,2,3,1,0,0,0
2021,Rochdale 001C,E01005522,1483,1423,60,11,3,2,7,2,4,3,10,5,11,2,0,0,0,0,0
2021,Rochdale 001D,E01005523,1834,1746,88,20,4,3,5,1,1,12,14,11,12,5,0,0,0,0,0
2021,Rochdale 002A,E01005519,1564,1520,44,16,0,1,1,0,2,2,9,5,8,0,0,0,0,0,0
2021,Rochdale 002B,E01005594,1513,1432,81,17,1,3,7,0,3,8,20,8,14,0,0,0,0,0,0
2021,Rochdale 002C,E01005597,1974,1931,43,10,0,1,3,0,4,1,11,5,8,0,0,0,0,0,0
2021,Rochdale 002D,E01005598,1547,1496,51,5,2,3,5,1,1,6,6,5,13,2,2,0,0,0,0
2021,Rochdale 003A,E01005516,1281,1246,35,7,2,1,5,0,0,0,4,5,8,2,1,0,0,0,0
2021,Rochdale 003B,E01005517,1435,1381,54,14,7,0,3,0,1,5,8,3,10,2,1,0,0,0,0
2021,Rochdale 003C,E01005521,1454,1398,56,7,4,0,6,3,2,5,14,5,3,6,1,0,0,0,0
2021,Rochdale 003D,E01005596,2158,1982,176,28,7,6,15,4,10,16,35,29,19,7,0,0,0,0,0
2021,Rochdale 004A,E01005578,1542,1151,391,58,28,15,27,7,24,35,80,49,58,9,0,0,1,0,0
2021,Rochdale 004B,E01005579,1857,1334,523,86,30,21,43,9,20,27,102,77,98,8,0,2,0,0,0
2021,Rochdale 004C,E01005586,1614,1268,346,58,25,10,31,8,16,18,52,43,62,21,2,0,0,0,0
2021,Rochdale 004D,E01005593,2054,1852,202,30,19,7,15,2,14,7,37,30,28,9,2,2,0,0,0
2021,Rochdale 004E,E01005595,1328,1195,133,15,6,4,11,0,7,9,35,25,20,1,0,0,0,0,0
2021,Rochdale 005A,E01005489,1250,1121,129,26,9,1,10,3,2,8,14,26,24,6,0,0,0,0,0
2021,Rochdale 005B,E01005490,1571,1390,181,27,11,5,14,4,8,10,26,20,43,9,2,2,0,0,0
2021,Rochdale 005C,E01005491,1437,1313,124,14,10,2,3,2,6,15,30,12,24,3,1,0,1,1,0
2021,Rochdale 005D,E01005493,1762,1582,180,20,7,8,18,0,9,13,45,25,24,7,3,1,0,0,0
2021,Rochdale 005E,E01005494,1758,1477,281,54,21,10,16,8,9,27,33,41,47,11,1,3,0,0,0
2021,Rochdale 005F,E01005495,1770,1471,299,45,7,14,27,4,19,27,58,48,38,9,0,2,1,0,0
2021,Rochdale 006A,E01005488,1504,1419,85,17,4,1,6,5,5,5,19,12,7,4,0,0,0,0,0
2021,Rochdale 006B,E01005492,1534,1365,169,22,11,2,9,8,9,13,41,26,18,6,3,1,0,0,0
2021,Rochdale 006C,E01005499,1507,1410,97,17,5,2,10,2,3,7,18,11,21,1,0,0,0,0,0
2021,Rochdale 006D,E01005571,1649,1581,68,17,2,3,6,4,3,4,11,8,7,1,0,0,0,2,0
2021,Rochdale 007A,E01005570,1310,1259,51,12,2,0,5,0,3,1,8,8,9,2,1,0,0,0,0
2021,Rochdale 007B,E01005572,1500,1399,101,18,5,5,6,0,5,11,15,16,16,4,0,0,0,0,0
2021,Rochdale 007C,E01005573,1433,1330,103,11,4,7,5,0,7,6,24,18,18,3,0,0,0,0,0
2021,Rochdale 007D,E01005574,1730,1495,235,36,8,6,22,2,9,15,49,40,41,2,3,2,0,0,0
2021,Rochdale 007E,E01005587,1370,1274,96,19,5,3,8,0,6,12,13,21,8,1,0,0,0,0,0
2021,Rochdale 007F,E01005588,1313,1207,106,13,7,8,9,3,4,9,12,15,23,3,0,0,0,0,0
2021,Rochdale 008A,E01005580,1647,1225,422,62,28,22,36,9,14,31,80,49,68,21,1,1,0,0,0
2021,Rochdale 008B,E01005581,1973,1371,602,80,42,23,48,6,18,46,114,98,97,23,1,6,0,0,0
2021,Rochdale 008D,E01005583,1746,966,780,77,51,38,80,21,46,64,110,103,135,44,5,5,0,0,1
2021,Rochdale 008F,E01005585,1566,1079,487,71,36,18,38,10,19,33,96,55,85,14,6,2,3,1,0
2021,Rochdale 008H,E01034234,1763,1027,736,98,44,30,78,15,33,58,138,101,105,28,3,4,1,0,0
2021,Rochdale 008I,E01034235,1668,1015,653,84,34,25,56,18,29,69,115,73,110,29,7,3,1,0,0
2021,Rochdale 009A,E01005496,1322,1126,196,36,15,6,10,1,3,12,37,32,37,5,0,0,2,0,0
2021,Rochdale 009B,E01005589,1699,1492,207,30,10,4,11,2,10,16,42,36,38,7,1,0,0,0,0
2021,Rochdale 009C,E01005590,1906,1319,587,62,35,21,54,13,32,54,108,68,108,25,5,2,0,0,0
2021,Rochdale 009D,E01005591,1587,1440,147,20,10,7,11,2,8,11,25,19,15,14,1,3,1,0,0
2021,Rochdale 009E,E01005592,1640,1227,413,69,28,20,36,4,10,24,64,60,74,22,0,2,0,0,0
2021,Rochdale 010A,E01005472,1648,1286,362,55,18,9,22,6,15,17,66,61,69,20,1,2,1,0,0
2021,Rochdale 010B,E01005473,1700,1092,608,86,42,21,48,10,22,42,107,77,112,34,3,3,1,0,0
2021,Rochdale 010C,E01005482,1660,1081,579,62,27,28,47,22,24,32,85,76,130,37,5,4,0,0,0
2021,Rochdale 010D,E01005483,1487,887,600,56,34,26,59,11,31,36,99,74,129,31,4,6,4,0,0
