date,geography,geography code,Age of arrival in the UK: Total: All usual residents; measures: Value,Age of arrival in the UK: Born in the UK; measures: Value,Age of arrival in the UK: Arrived in the UK; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 0 to 4 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 5 to 7 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 8 to 9 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 10 to 14 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 15 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 16 to 17 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 18 to 19 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 20 to 24 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 25 to 29 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 30 to 44 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 45 to 59 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 60 to 64 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 65 to 74 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 75 to 84 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 85 to 89 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 90 years and over; measures: Value
2021,Birmingham 081A,E01009315,1726,1460,266,18,12,9,19,9,13,27,63,39,40,13,1,3,0,0,0
2021,Birmingham 081B,E01009316,1900,1515,385,64,20,11,26,5,24,33,74,44,64,17,0,1,0,0,2
2021,Birmingham 081C,E01009317,2073,1778,295,36,9,5,26,3,26,22,65,60,37,6,0,0,0,0,0
2021,Birmingham 081D,E01009318,1534,1422,112,6,4,4,8,0,7,9,41,14,12,6,0,1,0,0,0
2021,Birmingham 081E,E01009319,1549,1384,165,23,14,12,10,3,14,12,37,18,16,5,1,0,0,0,0
2021,Birmingham 081F,E01009320,1624,1394,230,39,8,8,6,3,9,15,53,28,45,8,4,4,0,0,0
2021,Birmingham 082A,E01009372,1734,1009,725,93,34,29,63,16,49,58,141,99,111,24,2,2,3,1,0
2021,Birmingham 082B,E01009373,1764,1003,761,101,45,36,76,23,28,56,134,97,126,31,0,6,2,0,0
2021,Birmingham 082D,E01009396,2148,1248,900,99,39,30,92,27,36,80,163,149,128,40,1,9,5,2,0
2021,Birmingham 082F,E01033643,3308,1804,1504,211,76,57,133,30,49,115,260,196,272,84,4,11,3,3,0
2021,Birmingham 083A,E01009367,1792,1025,767,85,49,33,73,25,43,53,150,100,116,33,3,4,0,0,0
2021,Birmingham 083B,E01009375,1970,1195,775,89,39,33,57,20,41,55,149,121,131,24,5,8,2,1,0
2021,Birmingham 083C,E01009377,1470,891,579,67,36,19,59,18,36,44,98,61,97,27,6,10,1,0,0
2021,Birmingham 083D,E01009383,1415,921,494,66,23,14,51,6,28,42,92,75,77,14,2,3,1,0,0
2021,Birmingham 083E,E01009399,1646,898,748,123,63,29,76,13,37,56,119,91,115,25,0,1,0,0,0
2021,Birmingham 084A,E01009366,1709,963,746,81,39,24,86,22,44,43,159,90,116,30,2,7,3,0,0
2021,Birmingham 084B,E01009374,1209,734,475,50,32,17,43,13,27,35,87,67,79,19,2,4,0,0,0
2021,Birmingham 084C,E01009376,1561,901,660,76,47,19,59,17,37,42,129,73,105,36,7,8,3,2,0
2021,Birmingham 084F,E01033648,2744,1782,962,112,46,28,83,21,54,71,173,161,164,33,9,4,3,0,0
2021,Birmingham 085A,E01009073,1823,1274,549,81,41,19,59,9,12,19,77,82,125,20,4,1,0,0,0
2021,Birmingham 085B,E01009074,1768,1157,611,71,39,21,73,15,23,20,82,93,133,38,1,2,0,0,0
2021,Birmingham 085C,E01009254,1941,1410,531,71,30,9,60,12,17,20,78,78,121,28,1,5,1,0,0
2021,Birmingham 085D,E01009256,1677,1282,395,55,19,15,28,7,17,22,56,83,68,20,1,3,1,0,0
2021,Birmingham 085E,E01009258,1526,1163,363,48,25,12,28,8,12,15,57,65,76,14,0,3,0,0,0
2021,Birmingham 087B,E01009071,1695,1273,422,56,16,11,24,5,12,19,78,81,98,14,7,1,0,0,0
2021,Birmingham 087C,E01009075,1659,1075,584,68,19,15,33,5,20,54,102,125,112,23,6,2,0,0,0
2021,Birmingham 087E,E01009078,1538,990,548,59,23,16,22,8,29,52,118,106,98,14,0,3,0,0,0
2021,Birmingham 087F,E01033562,2553,1591,962,103,46,34,53,7,27,76,222,177,181,33,0,2,0,1,0
2021,Birmingham 088C,E01009183,1658,1203,455,59,28,28,24,7,20,33,89,82,70,6,2,6,1,0,0
2021,Birmingham 088D,E01009186,1787,1369,418,54,31,18,28,5,25,22,82,60,67,12,3,9,2,0,0
2021,Birmingham 088F,E01034938,1938,1237,701,82,43,23,69,16,44,50,122,96,108,32,3,11,1,1,0
2021,Birmingham 088G,E01034939,1678,1061,617,80,24,19,60,12,42,57,107,79,86,38,6,6,1,0,0
2021,Birmingham 089A,E01008890,1852,1371,481,72,19,24,45,5,23,33,90,64,79,18,3,4,2,0,0
2021,Birmingham 089B,E01008891,1578,1398,180,29,12,9,13,1,6,14,34,36,22,3,1,0,0,0,0
2021,Birmingham 089C,E01008892,1485,1063,422,49,28,9,49,5,24,47,86,44,64,13,2,0,2,0,0
2021,Birmingham 089D,E01008893,1704,1322,382,43,16,10,29,4,13,38,87,53,76,13,0,0,0,0,0
2021,Birmingham 089E,E01008894,1595,1164,431,41,18,15,38,9,21,37,72,57,97,25,1,0,0,0,0
2021,Birmingham 089F,E01008895,1896,1563,333,37,23,9,26,5,6,28,57,67,56,19,0,0,0,0,0
2021,Birmingham 089G,E01009015,1850,1208,642,83,37,16,56,13,29,31,100,91,158,22,4,1,1,0,0
2021,Birmingham 090A,E01009014,2612,1678,934,140,58,36,76,18,34,52,148,141,181,33,7,7,3,0,0
2021,Birmingham 090B,E01009018,1865,1290,575,55,45,25,36,18,47,32,94,91,104,23,3,1,1,0,0
2021,Birmingham 090C,E01009026,1990,1401,589,68,35,19,39,9,25,38,107,112,111,21,1,3,1,0,0
2021,Birmingham 090D,E01009028,1867,1343,524,95,27,19,41,6,21,37,94,62,98,17,3,2,2,0,0
2021,Birmingham 090E,E01009029,1566,1134,432,61,21,12,36,9,15,32,88,69,68,18,0,2,1,0,0
2021,Birmingham 092A,E01009182,1604,1081,523,53,28,21,62,8,20,27,97,83,98,23,1,2,0,0,0
2021,Birmingham 092B,E01009184,1534,1204,330,39,20,11,22,3,11,31,72,61,45,13,1,0,0,1,0
2021,Birmingham 092C,E01009187,1488,1217,271,34,17,12,33,4,11,20,39,44,47,7,0,3,0,0,0
2021,Birmingham 092D,E01009188,1482,1243,239,27,12,6,15,4,10,16,51,36,48,9,3,2,0,0,0
2021,Birmingham 092E,E01009384,1356,950,406,51,22,10,38,13,12,40,70,53,75,18,1,3,0,0,0
2021,Birmingham 092F,E01009385,1189,911,278,21,13,8,16,5,19,17,59,38,64,16,1,1,0,0,0
2021,Birmingham 093A,E01009185,1728,1334,394,49,14,23,34,9,26,35,58,55,80,9,0,2,0,0,0
2021,Birmingham 093B,E01009389,1879,1173,706,75,37,22,77,18,36,74,136,110,85,18,10,6,1,1,0
2021,Birmingham 093C,E01009390,1578,1092,486,75,31,7,44,7,24,41,99,75,70,7,0,3,3,0,0
2021,Birmingham 093D,E01009394,1752,1251,501,61,22,19,59,12,31,48,81,63,71,21,9,4,0,0,0
2021,Birmingham 094A,E01008918,1748,1356,392,51,22,10,40,3,14,11,58,50,113,18,2,0,0,0,0
2021,Birmingham 094B,E01008920,1314,1152,162,12,14,6,17,2,4,14,24,28,34,2,0,3,2,0,0
2021,Birmingham 094C,E01008921,1446,1255,191,23,15,8,18,6,7,6,21,29,44,14,0,0,0,0,0
2021,Birmingham 094D,E01008931,1437,1112,325,42,13,10,22,4,8,10,40,54,100,19,3,0,0,0,0
2021,Birmingham 094E,E01009259,1700,1306,394,51,22,16,45,3,6,22,54,42,106,26,1,0,0,0,0
2021,Birmingham 095A,E01008919,1640,1211,429,66,28,30,34,4,11,17,56,62,106,11,1,2,1,0,0
2021,Birmingham 095B,E01009064,1501,1060,441,54,31,13,54,5,18,24,57,49,116,13,3,3,1,0,0
2021,Birmingham 095C,E01009077,1611,1208,403,46,24,8,25,6,20,17,84,65,93,11,3,1,0,0,0
2021,Birmingham 095D,E01009291,1475,1121,354,32,30,13,27,6,12,17,52,59,93,8,3,1,1,0,0
2021,Birmingham 095E,E01009500,1512,1165,347,42,15,11,21,7,10,20,47,58,86,23,0,4,3,0,0
2021,Birmingham 096A,E01009284,4343,3080,1263,147,59,45,85,17,87,161,311,155,167,22,4,2,1,0,0
2021,Birmingham 096C,E01009286,2404,2056,348,70,31,15,17,5,34,58,72,17,21,5,1,2,0,0,0
2021,Birmingham 096E,E01009289,2525,2058,467,89,35,23,29,4,35,67,96,47,37,2,3,0,0,0,0
2021,Birmingham 096F,E01009290,2439,2096,343,84,31,9,19,7,18,48,64,30,23,3,2,4,1,0,0
2021,Birmingham 096H,E01034940,2182,1477,705,39,29,13,22,2,56,222,248,43,26,5,0,0,0,0,0
2021,Birmingham 096I,E01034941,2101,1837,264,44,26,8,23,1,17,57,52,18,15,3,0,0,0,0,0
2021,Birmingham 097A,E01009017,1802,1096,706,91,52,22,81,14,29,55,118,105,112,19,4,1,2,1,0
2021,Birmingham 097B,E01009043,1993,1301,692,86,41,30,56,14,35,57,115,115,108,25,4,5,1,0,0
2021,Birmingham 097C,E01009044,1762,1114,648,75,52,21,56,8,41,37,121,87,111,25,7,5,2,0,0
2021,Birmingham 097D,E01009045,2048,1359,689,94,38,18,56,11,49,44,150,82,103,23,6,11,2,2,0
2021,Birmingham 097E,E01009046,1815,1334,481,62,24,22,52,10,24,48,98,57,63,14,1,6,0,0,0
2021,Birmingham 097F,E01009395,1695,1106,589,61,28,16,62,8,32,43,126,74,99,28,6,3,3,0,0
2021,Birmingham 098A,E01009016,1650,1242,408,36,21,14,39,10,21,35,73,69,62,24,2,2,0,0,0
2021,Birmingham 098B,E01009022,1828,1340,488,70,19,19,39,12,14,30,103,84,85,10,1,1,1,0,0
2021,Birmingham 098C,E01009023,1708,1307,401,52,26,11,42,9,24,24,83,53,63,12,0,2,0,0,0
2021,Birmingham 098D,E01009030,1883,1359,524,75,39,19,64,6,24,38,94,71,83,8,1,1,1,0,0
2021,Birmingham 099A,E01009281,1542,1318,224,25,13,9,18,1,3,8,22,36,74,13,1,1,0,0,0
2021,Birmingham 099B,E01009292,1566,1077,489,66,27,10,30,7,14,29,55,98,136,16,0,0,0,1,0
2021,Birmingham 099C,E01009294,1933,1507,426,47,20,10,22,6,21,31,51,92,100,19,2,2,3,0,0
2021,Birmingham 099D,E01009295,1692,1214,478,49,32,18,31,5,29,41,83,80,98,11,1,0,0,0,0
2021,Birmingham 100A,E01009280,1728,1430,298,28,10,5,17,2,5,21,41,78,74,14,1,1,1,0,0
2021,Birmingham 100B,E01009282,1713,1350,363,33,24,19,36,4,11,30,69,59,72,2,2,2,0,0,0
2021,Birmingham 100C,E01009288,1344,936,408,42,14,5,26,10,26,36,80,78,71,13,1,1,3,0,2
2021,Birmingham 100D,E01009293,1543,1153,390,53,26,13,28,5,14,40,79,51,69,10,1,1,0,0,0
2021,Birmingham 100E,E01009296,1501,1048,453,61,16,14,51,7,11,27,77,70,106,12,0,1,0,0,0
2021,Birmingham 101A,E01008924,1489,1292,197,24,7,0,14,1,7,7,24,31,67,10,0,5,0,0,0
2021,Birmingham 101B,E01009501,1518,1198,320,38,17,10,41,7,5,18,32,39,91,18,4,0,0,0,0
2021,Birmingham 101C,E01009502,1448,1141,307,38,24,6,20,6,5,18,37,38,92,17,3,3,0,0,0
2021,Birmingham 101D,E01009503,1571,1278,293,23,22,3,20,5,11,9,66,54,57,16,2,5,0,0,0
2021,Birmingham 101E,E01009505,1638,1361,277,34,18,12,20,2,8,12,35,45,81,8,2,0,0,0,0
2021,Birmingham 102A,E01008917,1248,1062,186,27,7,8,21,6,5,4,22,39,35,9,1,1,1,0,0
2021,Birmingham 102B,E01008923,1517,1311,206,20,13,7,12,6,10,7,36,32,49,13,1,0,0,0,0
2021,Birmingham 102C,E01008925,1176,1095,81,8,3,3,8,4,6,4,10,13,18,2,1,0,1,0,0
2021,Birmingham 102D,E01008927,1306,1163,143,12,5,8,14,8,3,6,23,26,35,3,0,0,0,0,0
2021,Birmingham 102E,E01008928,1577,1307,270,29,22,13,23,6,10,19,35,48,55,8,1,1,0,0,0
2021,Birmingham 103A,E01009019,1798,1353,445,50,22,31,53,9,24,17,70,74,84,9,0,0,2,0,0
2021,Birmingham 103B,E01009020,1591,1224,367,42,21,9,24,4,18,37,85,54,53,15,2,3,0,0,0
2021,Birmingham 103C,E01009021,1758,1382,376,49,17,24,41,3,18,28,57,55,68,12,1,3,0,0,0
2021,Birmingham 103D,E01009024,1834,1406,428,51,18,19,23,5,13,27,109,76,70,12,2,2,0,0,1
2021,Birmingham 103E,E01009025,1608,1248,360,59,29,18,19,4,12,16,60,35,88,16,1,1,2,0,0
2021,Birmingham 103F,E01009033,1920,1467,453,42,17,16,47,4,19,27,89,74,89,22,2,3,2,0,0
2021,Birmingham 104A,E01009175,1449,1183,266,40,16,6,21,4,15,11,58,37,52,6,0,0,0,0,0
2021,Birmingham 104B,E01009177,1537,1275,262,35,13,5,16,3,17,29,63,32,43,5,1,0,0,0,0
2021,Birmingham 104C,E01009178,1644,1312,332,41,16,8,21,4,12,37,67,50,66,6,1,2,1,0,0
2021,Birmingham 104D,E01009179,1657,1352,305,46,16,6,27,1,22,17,75,47,40,8,0,0,0,0,0
2021,Birmingham 104E,E01009189,1411,1194,217,27,14,8,22,5,9,17,48,36,26,5,0,0,0,0,0
2021,Birmingham 105A,E01008933,1622,1248,374,50,28,20,54,6,17,26,57,48,48,14,2,4,0,0,0
2021,Birmingham 105B,E01008934,1507,1123,384,49,17,15,44,10,38,44,66,47,39,12,1,2,0,0,0
2021,Birmingham 105C,E01009031,1815,1381,434,56,39,15,68,11,26,35,64,49,50,16,4,0,0,0,1
2021,Birmingham 105D,E01009037,1910,1537,373,43,19,8,34,12,28,40,61,57,48,17,5,1,0,0,0
2021,Birmingham 105E,E01009176,1742,1231,511,64,24,16,51,11,21,54,111,72,67,14,3,2,1,0,0
2021,Birmingham 106C,E01008929,1596,1371,225,21,11,14,23,7,8,14,27,30,58,9,2,1,0,0,0
2021,Birmingham 106D,E01008930,1968,1635,333,43,18,6,20,2,7,16,61,78,66,12,2,2,0,0,0
2021,Birmingham 106E,E01009495,1312,1175,137,13,9,6,17,1,9,7,18,22,30,2,1,1,1,0,0
2021,Birmingham 106F,E01033629,2553,2128,425,60,21,19,37,8,13,15,57,73,94,25,3,0,0,0,0
2021,Birmingham 107A,E01008953,1574,1243,331,54,20,8,28,4,21,15,50,57,61,10,1,1,1,0,0
2021,Birmingham 107B,E01008963,1491,1252,239,44,12,7,17,3,9,12,41,42,44,1,2,2,3,0,0
2021,Birmingham 107C,E01008964,1448,1217,231,35,13,6,17,0,18,13,47,39,40,1,0,1,1,0,0
2021,Birmingham 107D,E01008965,1459,1212,247,37,10,6,13,5,11,18,49,34,59,4,1,0,0,0,0
2021,Birmingham 107E,E01008966,1744,1358,386,43,27,19,27,12,24,36,67,69,50,9,1,2,0,0,0
2021,Birmingham 108A,E01009032,1905,1390,515,56,31,25,55,14,27,44,108,60,76,15,2,2,0,0,0
2021,Birmingham 108B,E01009034,1772,1276,496,51,29,16,53,11,24,51,130,64,55,8,0,4,0,0,0
2021,Birmingham 108C,E01009035,1888,1399,489,65,29,11,43,8,33,52,105,63,57,21,0,2,0,0,0
2021,Birmingham 108D,E01009036,1583,1163,420,49,22,18,39,12,17,47,91,60,54,9,2,0,0,0,0
2021,Birmingham 109A,E01009494,1688,1475,213,48,10,7,23,0,3,6,24,24,55,11,1,1,0,0,0
2021,Birmingham 109B,E01009496,1471,1263,208,17,13,12,12,3,5,8,35,33,56,8,3,3,0,0,0
2021,Birmingham 109C,E01009497,1797,1448,349,34,24,14,34,8,10,10,47,56,96,15,0,1,0,0,0
2021,Birmingham 109D,E01009504,1632,1307,325,38,21,11,23,4,6,12,33,62,93,12,1,6,3,0,0
2021,Birmingham 109E,E01009506,1493,1119,374,57,22,8,27,3,10,13,38,57,111,23,0,4,1,0,0
2021,Birmingham 110A,E01008967,1587,1302,285,36,15,14,10,9,16,16,60,47,55,6,1,0,0,0,0
2021,Birmingham 110B,E01008968,1806,1561,245,30,10,10,25,2,13,10,49,31,49,10,1,4,1,0,0
2021,Birmingham 110C,E01008970,1458,1160,298,33,21,11,27,8,11,21,45,51,50,17,1,1,1,0,0
2021,Birmingham 110D,E01008981,1531,1277,254,29,16,12,21,4,12,18,51,31,47,5,3,5,0,0,0
2021,Birmingham 111A,E01008932,1608,1231,377,61,26,10,30,7,19,16,66,57,74,9,0,1,1,0,0
2021,Birmingham 111B,E01008935,1772,1387,385,61,18,8,25,4,16,30,75,54,75,11,3,2,3,0,0
2021,Birmingham 111C,E01008936,1646,1299,347,34,19,15,34,7,10,25,83,49,57,10,1,2,0,1,0
2021,Birmingham 111D,E01008938,1692,1374,318,44,13,7,22,4,18,16,72,51,60,10,0,1,0,0,0
2021,Birmingham 111E,E01008939,1665,1342,323,31,31,10,19,7,8,35,43,46,77,15,1,0,0,0,0
2021,Birmingham 112A,E01008951,1410,1273,137,16,7,4,8,3,8,5,23,26,33,3,0,1,0,0,0
2021,Birmingham 112B,E01008952,1767,1477,290,31,12,5,21,3,10,23,51,64,56,9,2,1,2,0,0
2021,Birmingham 112C,E01008955,1679,1438,241,28,9,5,16,5,14,15,48,42,53,5,0,1,0,0,0
2021,Birmingham 112D,E01008956,1414,1246,168,28,10,6,9,2,4,12,27,27,31,11,0,1,0,0,0
2021,Birmingham 112E,E01008957,1602,1402,200,21,15,7,16,1,11,12,27,46,31,11,0,2,0,0,0
2021,Birmingham 113A,E01008950,1429,1272,157,16,8,6,8,2,5,10,37,21,36,5,0,3,0,0,0
2021,Birmingham 113B,E01008954,1434,1294,140,12,7,4,7,5,4,7,25,26,33,7,0,1,2,0,0
2021,Birmingham 113C,E01008958,1549,1403,146,10,9,3,12,4,8,7,19,22,41,10,0,1,0,0,0
2021,Birmingham 113D,E01009493,1884,1366,518,50,17,12,28,18,23,20,90,112,126,14,4,4,0,0,0
2021,Birmingham 115A,E01008937,1606,1251,355,44,21,18,37,6,17,15,67,49,58,18,3,2,0,0,0
2021,Birmingham 115B,E01008940,1611,1342,269,32,10,9,23,4,23,20,58,29,50,10,0,0,1,0,0
2021,Birmingham 115C,E01008941,1592,1300,292,26,19,15,25,3,13,32,52,40,49,7,10,0,1,0,0
2021,Birmingham 115D,E01008944,1742,1500,242,38,13,4,21,5,15,10,54,36,37,8,0,1,0,0,0
2021,Birmingham 116A,E01008959,1730,1546,184,24,10,3,15,2,8,9,29,22,44,11,0,6,1,0,0
2021,Birmingham 116B,E01008960,1544,1382,162,24,8,2,6,2,5,13,15,27,56,0,3,1,0,0,0
2021,Birmingham 116C,E01008961,1413,1263,150,15,10,5,12,2,6,12,31,30,18,8,1,0,0,0,0
2021,Birmingham 116D,E01008962,2089,1666,423,63,32,17,29,9,24,24,52,51,95,25,1,0,1,0,0
2021,Birmingham 117A,E01008942,1615,1445,170,16,7,6,15,3,7,12,34,28,33,6,3,0,0,0,0
2021,Birmingham 117B,E01008943,1457,1249,208,34,12,6,18,2,7,12,33,34,37,11,1,1,0,0,0
2021,Birmingham 117C,E01008969,1665,1449,216,25,14,11,20,2,17,11,42,21,41,11,0,1,0,0,0
2021,Birmingham 117D,E01008971,1740,1447,293,38,12,14,32,3,20,16,48,29,69,10,2,0,0,0,0
2021,Birmingham 118A,E01008972,1874,1577,297,39,21,3,26,9,17,18,41,48,60,13,2,0,0,0,0
2021,Birmingham 118B,E01008973,1926,1641,285,35,11,8,24,8,15,10,44,71,52,6,0,0,1,0,0
2021,Birmingham 118C,E01008974,2798,2299,499,67,29,12,46,12,20,40,71,66,90,42,0,2,2,0,0
2021,Birmingham 118D,E01008975,1479,1384,95,16,5,5,8,0,5,5,11,19,14,4,1,1,1,0,0
2021,Birmingham 119A,E01009172,1470,1222,248,24,13,13,22,2,7,11,35,55,49,11,0,3,3,0,0
2021,Birmingham 119B,E01009173,1757,1493,264,25,19,5,17,4,11,14,33,41,73,19,2,1,0,0,0
2021,Birmingham 119C,E01009174,1221,1130,91,13,5,5,10,1,3,3,19,12,18,2,0,0,0,0,0
2021,Birmingham 119D,E01009498,1713,1432,281,29,13,10,32,5,20,18,43,35,62,11,3,0,0,0,0
2021,Birmingham 119E,E01009499,1744,1436,308,44,11,18,21,4,10,13,38,46,87,13,0,3,0,0,0
2021,Birmingham 120A,E01009205,1537,1401,136,26,11,4,8,5,3,5,19,22,27,4,2,0,0,0,0
2021,Birmingham 120B,E01009206,1516,1334,182,23,10,4,13,4,12,14,30,19,48,3,0,2,0,0,0
2021,Birmingham 120C,E01009211,1443,1297,146,15,12,4,10,1,8,8,18,25,40,5,0,0,0,0,0
2021,Birmingham 120D,E01009218,1625,1414,211,23,10,5,25,2,7,12,33,32,52,9,0,0,1,0,0
2021,Birmingham 120E,E01009219,1463,1231,232,25,10,12,20,5,17,17,42,31,45,4,1,1,2,0,0
2021,Birmingham 121A,E01008976,1542,1304,238,35,22,5,22,4,9,11,48,31,34,17,0,0,0,0,0
2021,Birmingham 121B,E01008978,1400,1065,335,54,23,18,23,6,17,15,38,52,72,16,0,1,0,0,0
2021,Birmingham 121C,E01008979,1583,1397,186,21,5,10,14,5,4,14,44,27,33,8,1,0,0,0,0
2021,Birmingham 121D,E01008980,1713,1452,261,43,25,7,26,4,5,9,39,40,57,5,1,0,0,0,0
2021,Birmingham 122A,E01008945,1816,1554,262,40,10,12,13,4,18,12,36,56,50,9,0,1,1,0,0
2021,Birmingham 122B,E01008946,1541,1379,162,29,11,4,13,1,5,6,30,21,27,15,0,0,0,0,0
2021,Birmingham 122C,E01008947,1362,1246,116,17,7,4,14,1,4,7,17,19,22,4,0,0,0,0,0
2021,Birmingham 122D,E01008948,1434,1321,113,13,10,8,11,1,4,8,25,11,18,3,1,0,0,0,0
2021,Birmingham 122E,E01008949,1189,1144,45,5,3,3,4,0,0,2,12,5,10,1,0,0,0,0,0
2021,Birmingham 123A,E01008977,1561,1421,140,19,8,8,12,5,8,9,15,14,33,7,1,1,0,0,0
2021,Birmingham 123B,E01009109,1411,1163,248,47,23,5,23,2,9,12,32,46,33,14,1,1,0,0,0
2021,Birmingham 123C,E01009119,1432,1271,161,14,5,5,13,2,4,12,25,40,35,1,4,1,0,0,0
2021,Birmingham 123D,E01009120,1763,1554,209,30,7,6,17,4,9,13,26,27,58,9,0,1,1,0,1
2021,Birmingham 124A,E01009162,1604,1358,246,36,18,4,29,4,9,11,25,32,61,13,0,3,1,0,0
2021,Birmingham 124B,E01009207,1624,1465,159,33,3,2,13,2,7,8,25,24,38,3,1,0,0,0,0
2021,Birmingham 124C,E01009208,1690,1537,153,21,6,12,9,4,7,14,22,19,33,6,0,0,0,0,0
2021,Birmingham 124D,E01009209,2044,1816,228,24,11,6,23,2,15,25,38,35,38,9,1,1,0,0,0
2021,Birmingham 124E,E01009213,1607,1394,213,23,11,4,29,14,8,15,27,36,44,1,0,1,0,0,0
2021,Birmingham 125B,E01009155,1323,1217,106,18,5,2,18,3,2,11,9,12,20,5,0,1,0,0,0
2021,Birmingham 125D,E01009157,1448,1334,114,12,8,5,15,2,7,6,13,9,27,9,0,1,0,0,0
2021,Birmingham 125E,E01009160,1634,1443,191,26,15,9,22,0,6,9,19,33,46,6,0,0,0,0,0
2021,Birmingham 125F,E01009161,1443,1342,101,13,7,4,11,3,2,8,15,15,17,6,0,0,0,0,0
2021,Birmingham 125H,E01034942,1868,1508,360,34,19,15,39,6,12,13,68,80,67,6,1,0,0,0,0
2021,Birmingham 125I,E01034943,1722,1566,156,18,12,5,12,1,15,7,20,27,32,6,1,0,0,0,0
2021,Birmingham 126A,E01009117,2070,1712,358,40,19,17,32,7,21,11,68,55,67,17,1,3,0,0,0
2021,Birmingham 126B,E01009210,1818,1628,190,31,14,5,9,3,5,13,34,32,36,7,0,0,1,0,0
2021,Birmingham 126C,E01009212,1782,1511,271,33,27,5,37,8,15,10,30,36,54,15,0,1,0,0,0
2021,Birmingham 126D,E01009214,1647,1466,181,19,13,5,9,9,6,8,26,33,47,6,0,0,0,0,0
2021,Birmingham 126E,E01009215,1817,1507,310,30,10,8,25,5,13,11,44,56,77,28,1,0,2,0,0
2021,Birmingham 127A,E01009108,1022,906,116,23,10,4,6,0,5,10,20,12,23,2,0,0,0,0,1
2021,Birmingham 127B,E01009111,1549,1336,213,22,10,8,21,4,9,14,35,45,36,5,1,3,0,0,0
2021,Birmingham 127C,E01009112,1617,1484,133,18,11,2,12,4,10,8,31,13,18,6,0,0,0,0,0
2021,Birmingham 127D,E01009116,1369,1234,135,25,0,6,11,0,5,11,24,25,21,1,2,4,0,0,0
2021,Birmingham 127E,E01009118,1561,1394,167,28,10,2,8,3,8,9,25,19,47,6,0,2,0,0,0
2021,Birmingham 128A,E01009107,1674,1369,305,28,25,10,24,5,15,10,52,47,66,16,1,2,4,0,0
2021,Birmingham 128B,E01009110,1359,1213,146,16,8,5,19,0,11,10,15,14,40,6,0,2,0,0,0
2021,Birmingham 128C,E01009113,1708,1450,258,34,18,6,22,2,9,14,36,42,61,9,4,1,0,0,0
2021,Birmingham 128D,E01009114,1414,1252,162,19,7,5,15,2,7,11,25,20,35,10,3,3,0,0,0
2021,Birmingham 128E,E01009115,1422,1301,121,18,11,10,6,3,9,9,7,12,26,7,2,1,0,0,0
2021,Birmingham 129A,E01009158,2254,2033,221,29,13,5,17,4,9,17,44,41,32,8,0,2,0,0,0
2021,Birmingham 129C,E01009165,1383,1227,156,17,21,6,20,3,3,8,31,8,37,2,0,0,0,0,0
2021,Birmingham 129D,E01009169,1672,1555,117,14,6,5,21,3,5,4,19,17,20,3,0,0,0,0,0
2021,Birmingham 129E,E01034944,1297,1161,136,10,10,6,10,2,6,13,18,18,36,6,1,0,0,0,0
2021,Birmingham 129F,E01034945,1490,1315,175,29,9,7,11,1,6,12,29,26,37,7,0,1,0,0,0
2021,Birmingham 130A,E01009159,2285,2042,243,38,9,11,17,3,12,11,47,39,47,9,0,0,0,0,0
2021,Birmingham 130B,E01009164,1423,1325,98,18,2,3,10,1,3,6,17,17,16,5,0,0,0,0,0
2021,Birmingham 130C,E01009167,1490,1376,114,16,7,6,14,0,3,9,14,15,28,1,0,1,0,0,0
2021,Birmingham 130D,E01009171,1650,1553,97,21,4,1,7,4,6,4,17,11,17,3,0,2,0,0,0
2021,Birmingham 131A,E01009166,1319,1206,113,17,8,3,11,1,5,5,10,21,27,3,1,1,0,0,0
2021,Birmingham 131B,E01009168,1440,1369,71,10,4,3,9,4,8,0,14,6,11,1,0,0,1,0,0
2021,Birmingham 131C,E01009170,1488,1436,52,6,3,2,5,0,1,5,9,6,12,3,0,0,0,0,0
2021,Birmingham 131D,E01009216,2069,1804,265,33,23,8,25,2,8,15,30,37,65,19,0,0,0,0,0
2021,Birmingham 131E,E01009217,1566,1489,77,8,6,1,12,4,2,4,11,6,18,3,1,1,0,0,0
2021,Birmingham 132A,E01009039,1792,1438,354,43,23,10,43,10,21,28,64,57,45,9,1,0,0,0,0
2021,Birmingham 132B,E01009040,1815,1520,295,43,19,8,22,1,15,33,63,49,28,11,1,1,1,0,0
2021,Birmingham 132C,E01009041,1714,1445,269,26,19,8,25,3,15,31,60,33,32,12,4,1,0,0,0
